"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00435982","N SPRINGFIELD LAKE, VT US","43.3392","-72.5056","170.7","2014",,,"249",,"249","7","130","7","85","7",,,,,"39","7","178","7","66","7","122","7","3","7","-18","7,0103,",,,,,"2.48",",7,0729,","90","7,0724,+","32","7,0928","26","7,1006","19","7,1115","19","7,1115","10","7,1119","30","7,0508","28","7,0421","21","7,0419","13","7,0328","13","7,0328","8281",,"8281","7","45.79",",7",,,"43.2","7","55.1","7","31.3","7",,,,,,,,,,,,
"USC00435982","N SPRINGFIELD LAKE, VT US","43.3392","-72.5056","170.7","2015",,,"456",,"456","7","129","7","70","7","104",,"18","7","42","7","171","7","63","7","135","7","8","7","-19","7,0225,+","22",",7,0222,+","9.0",",7,0203,","1.72",",7,1001,","95","7,0720,","30","7,1005","26","7,1018","21","7,1019","17","7,1118","15","7,1201","32","7,0514","25","7,0417","22","7,0409","19","7,0403","11","7,0402","8359",,"8359","7","35.69",",7","53.0",",7","44.5","7","57.1","7","31.9","7",,,,,,,,,,,,
"USC00430193","AVERILL, VT US","45.0057","-71.6903","517.9","2012",,,,,,,"141","7","110","7","115",,"50","7",,,,,,,,,,,,,"26",",7,0305,+","8.2",",7,0225,","2.40",",7,0905,",,,,,,,,,,,,,,,,,,,,,,,,,,,"42.73",",7","148.9",",7",,,,,,,,,,,,,,,,,,
"USC00430193","AVERILL, VT US","45.0057","-71.6903","517.9","2013",,,"157",,"157","7","140","7","127","7","135",,"43","7","46","7","205","7","106","7","91","7","0","7","-29","7,1217,","30",",7,0321,","11.9",",7,0320,","2.10",",7,0912,","86","7,0912,+","32","7,0906","25","7,1009","22","7,1026","13","7,1029","13","7,1029","31","7,0605","28","7,0515","24","7,0429","20","7,0426","15","7,0422",,,,,"47.08",",7","141.8",",7","38.5","7","49.2","7","27.8","7",,,,,,,,,,,,
"USC00430193","AVERILL, VT US","45.0057","-71.6903","517.9","2014",,,"89",,"89","7","139","7","107","7","147",,"40","7","58","7","183","7","108","7","87","7","0","7","-26","7,0123,+","40",",7,0323,+","14.2",",7,0313,","3.30",",7,1121,","86","7,0703,","30","7,0913","25","7,0919","24","7,1101","16","7,1115","16","7,1115","29","7,0529","25","7,0508","16","7,0420","16","7,0420","16","7,0420","10264",,"10264","7","52.10",",7","157.9",",7","37.8","7","48.2","7","27.4","7",,,,,,,,,,,,
"USC00430193","AVERILL, VT US","45.0057","-71.6903","517.9","2015",,,"94",,"94","7","130","7","106","7","115",,"44","7","62","7","203","7","95","7","91","7","0","7","-28","7,0217,+","34",",7,0223,","8.1",",7,1220,","2.10",",7,0930,","85","7,0730,","30","7,0921","27","7,0926","19","7,1018","19","7,1018","15","7,1019","30","7,0607","27","7,0523","19","7,0416","19","7,0416","8","7,0408","10186",,"10186","7","44.33",",7","146.6",",7","37.8","7","48.8","7","26.8","7",,,,,,,,,,,,
"USC00433341","GILMAN, VT US","44.4112","-71.7186","256.0","2010",,,,,,,"178","0","95","0",,,"21","0",,,,,,,,,,,,,,,"12.5",",0,1227,","3.30",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.96",",0","62.8",",0",,,,,,,,,,,,,,,,,,
"USC00433341","GILMAN, VT US","44.4112","-71.7186","256.0","2011",,,,,,,"180","7","98","7",,,,,,,,,,,,,,,,,,,,,"3.75",",7,0527,",,,,,,,,,,,,,,,,,,,,,,,,,,,"47.91",",7",,,,,,,,,,,,,,,,,,,,
"USC00433341","GILMAN, VT US","44.4112","-71.7186","256.0","2012",,,,,,,"162","7","97","7",,,,,,,,,,,,,,,,,,,,,"1.50",",7,1228,",,,,,,,,,,,,,,,,,,,,,,,,,,,"35.30",",7",,,,,,,,,,,,,,,,,,,,
"USC00433341","GILMAN, VT US","44.4112","-71.7186","256.0","2013",,,,,,,"190","7","115","7",,,"22","7",,,,,,,,,,,,,,,"6.5",",7,0320,","1.36",",7,0704,",,,,,,,,,,,,,,,,,,,,,,,,,,,"41.59",",7","59.3",",7",,,,,,,,,,,,,,,,,,
"USC00433341","GILMAN, VT US","44.4112","-71.7186","256.0","2015",,,,,,,"148","7","97","7",,,"26","7",,,,,,,,,,,,,,,"7.5",",7,0128,","2.60",",7,0531,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.51",",7","80.3",",7",,,,,,,,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2010",,,"499",,"499","0","128","0","86","0","63",,"19","0","9","0","162","0","57","0","119","0","7","0","-9","0,0110,","15",",0,0104,","9.1",",0,0224,","3.96",",0,1001,","94","0,0708,","29","0,1010","28","0,1013","20","0,1103","20","0,1103","15","0,1128","28","0,0513","28","0,0513","24","0,0329","17","0,0328","14","0,0327","7142",,"7142","0","45.79",",0","60.2",",0","46.6","0","56.4","0","36.7","0",,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2011",,,"432",,"432","7","149","7","100","7",,,,,"20","7","157","7","51","7","124","7","3","7","-26","7,0124,",,,,,"3.16",",7,0829,","94","7,0723,","29","7,1006","23","7,1028","23","7,1028","19","7,1106","16","7,1211","31","7,0506","24","7,0422","24","7,0422","20","7,0407","15","7,0327","7856",,"7856","7","53.36",",7",,,"46.1","7","56.3","7","35.8","7",,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2012",,,"385",,"385","7","141","7","76","7",,,"11","7","5","7","152","7","31","7","132","7","5","7","-6","7,0116,",,,"9.1",",7,1228,","2.32",",7,0919,","92","7,0622,+","31","7,1008","22","7,1013","22","7,1013","20","7,1106","16","7,1130","31","7,0512","26","7,0430","23","7,0407","20","7,0327","9","7,0307","6455",,"6455","7","36.75",",7","40.1",",7","47.6","7","58.2","7","37.0","7",,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2013",,,"413",,"413","7","142","7","78","7",,,,,"17","7","175","7","56","7","122","7","3","7","-18","7,0104,+",,,,,"2.18",",7,0708,","91","7,0720,+","31","7,1009","28","7,1026","17","7,1029","17","7,1029","16","7,1104","28","7,0515","28","7,0515","23","7,0422","20","7,0405","16","7,0323","7415",,"7415","7","36.90",",7",,,"44.6","7","55.3","7","33.9","7",,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2014",,,"255",,"255","7","149","7","85","7",,,,,"34","7","172","7","71","7","119","7","0","7","-21","7,0104,",,,,,"1.51",",7,0313,","89","7,0703,","32","7,0919","28","7,1013","20","7,1103","20","7,1103","16","7,1122","32","7,0519","28","7,0507","24","7,0420","20","7,0417","2","7,0328","8416",,"8416","7","39.88",",7",,,"43.3","7","54.2","7","32.4","7",,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2015",,,"348",,"348","7","142","7","72","7","88",,"21","7","42","7","167","7","66","7","134","7","2","7","-23","7,0217,+","17",",7,0222,","5.4",",7,0203,+","2.25",",7,0930,","90","7,0908,+","31","7,1005","24","7,1018","24","7,1018","20","7,1019","15","7,1124","32","7,0524","25","7,0417","24","7,0416","16","7,0402","16","7,0402","8408",,"8408","7","34.35",",7","62.6",",7","43.8","7","55.9","7","31.6","7",,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2010",,,,,,,"202","N","111","N",,,,,,,,,,,,,,,,,,,,,"3.00",",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.79",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2011",,,,,,,"205","N","118","N",,,,,,,,,,,,,,,,,,,,,"4.26",",N,0829,",,,,,,,,,,,,,,,,,,,,,,,,,,,"60.88",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2012",,,,,,,"186","N","103","N",,,,,,,,,,,,,,,,,,,,,"3.48",",N,0905,",,,,,,,,,,,,,,,,,,,,,,,,,,,"47.40",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2013",,,,,,,"204","N","104","N",,,,,,,,,,,,,,,,,,,,,"3.72",",N,0524,",,,,,,,,,,,,,,,,,,,,,,,,,,,"51.29",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2014",,,,,,,"192","N","108","N",,,,,,,,,,,,,,,,,,,,,"2.07",",N,0416,",,,,,,,,,,,,,,,,,,,,,,,,,,,"51.93",",N",,,,,,,,,,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2015",,,,,,,"171","N","102","N","106",,"31","N",,,,,,,,,,,,,"22",",N,0223,+","6.6",",N,0203,","3.50",",N,0930,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.70",",N","95.0",",N",,,,,,,,,,,,,,,,,,
"USC00437646","SOUTH NEWBURY, VT US","44.0503","-72.0753","143.3","2010",,,,,,,"110","0","85","0",,,"16","0",,,,,,,,,,,,,,,"12.0",",0,1227,","4.50",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"41.20",",0","43.4",",0",,,,,,,,,,,,,,,,,,
"USC00437646","SOUTH NEWBURY, VT US","44.0503","-72.0753","143.3","2011",,,,,,,"139","7","98","7",,,,,,,,,,,,,,,,,,,,,"2.33",",7,0829,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.98",",7",,,,,,,,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2010",,,"375",,"375","0","187","0","102","0","98",,"26","0","7","0","156","0","69","0","102","0","3","0","-11","0,0131,+","19",",0,0225,","14.5",",0,0428,","3.25",",0,1001,","91","0,0708,","31","0,1003","21","0,1103","21","0,1103","20","0,1104","15","0,1125","30","0,0511","26","0,0329","14","0,0328","14","0,0328","14","0,0328","7604",,"7604","0","48.70",",0","97.4",",0","45.0","0","53.5","0","36.6","0",,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2011",,,"286",,"286","7","190","7","110","7",,,,,"12","7","158","7","73","7","107","7","2","7","-20","7,0125,+",,,,,"4.62",",7,0829,","91","7,0723,","31","7,0917","26","7,1029","23","7,1106","17","7,1122","7","7,1218","32","7,0424","25","7,0416","23","7,0415","17","7,0329","13","7,0328","8240",,"8240","7","60.98",",7",,,"44.4","7","53.3","7","35.5","7",,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7153",,"7153","7",,,,,,,,,,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2013",,,"315",,"315","7","189","7","117","7",,,,,"23","7","174","7","77","7","111","7","0","7","-17","7,0124,",,,,,"2.14",",7,0626,","89","7,0718,","31","7,0917","22","7,1029","22","7,1029","20","7,1104","15","7,1121","32","7,0527","24","7,0423","24","7,0423","19","7,0407","14","7,0323",,,,,"50.62",",7",,,"43.0","7","52.2","7","33.9","7",,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2014",,,"198",,"198","7","170","7","97","7",,,,,"34","7","162","7","88","7","100","7","0","7","-18","7,0104,",,,,,"1.72",",7,0313,","87","7,0702,","29","7,0919","27","7,1103","22","7,1115","18","7,1119","16","7,1122","32","7,0425","26","7,0421","22","7,0420","19","7,0418","10","7,0328","8700",,"8700","7","41.93",",7",,,"41.7","7","51.0","7","32.5","7",,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2015",,,"268",,"268","7",,,,,"108",,"27","7","37","7","155","7","82","7","118","7","0","7","-21","7,0109,+","27",",7,0309,+","7.5",",7,0224,",,,"88","7,0730,","30","7,1015","21","7,1019","21","7,1019","19","7,1020","13","7,1130","29","7,0426","26","7,0410","22","7,0407","14","7,0403","14","7,0403","8853",,"8853","7",,,"87.2",",7","42.5","7","52.3","7","32.6","7",,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2010",,,"720",,"720","0","131","0","81","0","55",,"12","0","4","0","129","0","59","0","122","0","14","0","-5","0,0130,","11",",0,0224,","9.2",",0,0224,","2.10",",0,1015,","96","0,0708,+","32","0,1019","27","0,1103","19","0,1125","19","0,1125","16","0,1128","32","0,0513","17","0,0327","17","0,0327","17","0,0327","16","0,0326","6524",,"6524","0","41.57",",0","38.7",",0","48.6","0","57.0","0","40.3","0",,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2011",,,,,,,"157","7","89","7",,,,,,,,,"57","7","125","7","5","7",,,,,,,"4.02",",7,0828,","95","7,0721,",,,,,,,,,,,,,,,,,,,,,"7367",,"7367","K","44.84",",7",,,,,"56.3","7",,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2012",,,"805",,"805","7","126","7","66","7","34",,"11","7","4","7","135","7","36","7","133","7","12","7","-3","7,0115,","13",",7,1230,+","11.0",",7,1227,","3.38",",7,0905,","98","7,0621,","29","7,1013","23","7,1106","23","7,1106","11","7,1130","11","7,1130","31","7,0430","25","7,0401","20","7,0327","20","7,0327","7","7,0306",,,,,"32.83",",7","39.6",",7","50.0","7","59.0","7","40.9","7",,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2013",,,"615",,"615","7","139","7","74","7","83",,"9","7","14","7","147","7","57","7","125","7","7","7","-11","7,0124,","12",",7,0101,","9.7",",7,0208,","1.88",",7,0611,","94","7,0715,","32","7,1024","26","7,1029","24","7,1112","18","7,1113","14","7,1124","30","7,0427","24","7,0422","24","7,0422","15","7,0322","15","7,0322","6852",,"6852","7","37.69",",7","49.8",",7","46.8","7","55.5","7","38.1","7",,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2014",,,"544",,"544","7","126","7","77","7","109",,"14","7","21","7","142","7","72","7","123","7","3","7","-16","7,0123,+","12",",7,1212,+","10.0",",7,1210,","1.81",",7,0517,","90","7,0901,+","32","7,1102","28","7,1114","24","7,1115","20","7,1128","13","7,1129","25","7,0420","25","7,0420","19","7,0417","19","7,0417","6","7,0327","7767",,"7767","7","35.57",",7","49.7",",7","45.7","7","54.2","7","37.2","7",,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2015",,,"693",,"693","7","120","7","77","7","73",,"11","7","30","7","129","7","69","7","137","7","6","7","-17","7,0224,+","11",",7,0221,","6.0",",7,1229,","2.07",",7,0930,","94","7,0818,","30","7,1018","25","7,1019","24","7,1123","17","7,1130","14","7,1228","27","7,0416","27","7,0416","19","7,0408","19","7,0408","12","7,0329","7756",,"7756","7","37.70",",7","36.3",",7","46.7","7","56.0","7","37.3","7",,,,,,,,,,,,
"US1VTOG0007","BROOKFIELD 2.7 ESE, VT US","44.03322","-72.5498","496.5","2012",,,,,,,"159","N","89","N",,,,,,,,,,,,,,,,,,,,,"2.36",",N,0919,",,,,,,,,,,,,,,,,,,,,,,,,,,,"44.94",",N",,,,,,,,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2010",,,"368",,"368","U",,,,,,,,,"5","U","156","U","55","U","112","U","5","U","-6","U,0130,",,,,,,,"93","U,0707,","30","U,1010","27","U,1019","23","U,1102","19","U,1127","14","U,1205","32","U,0513","27","U,0511","22","U,0328","13","U,0327","13","U,0327","7016",,"7016","U",,,,,"46.2","U","56.0","U","36.4","U",,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2011",,,"274",,"274","U",,,,,,,,,"10","U","159","U","48","U","108","U","2","U","-15","U,0124,",,,,,,,"92","U,0722,","31","U,1007","28","U,1027","21","U,1028","20","U,1122","14","U,1211","32","U,0509","25","U,0422","23","U,0408","20","U,0329","15","U,0327","7677",,"7677","U",,,,,"45.8","U","55.7","U","36.0","U",,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6468",,"6468","U",,,,,,,,,,,,,,,,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2010","6.9","W","651",,"651","0","163","0","90","0","94",,"22","0","7","0","145","0","60","0","121","0","11","0","-6","0,0110,","26",",0,0103,","18.9",",0,0102,","2.14",",0,1015,","96","0,0708,","31","0,1010","27","0,1102","23","0,1103","18","0,1125","11","0,1209","30","0,0513","28","0,0511","14","0,0327","14","0,0327","14","0,0327","6754",,"6754","0","40.75",",0","107.3",",0","48.0","0","56.7","0","39.2","0","290","X","270","X",,,"36.0","X","55.0","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2011","7.4","W","602",,"602","X","165","X","94","X","87",,"24","X","10","X","138","X","53","X","124","X","7","X","-19","X,0124,","26",",X,0308,","17.1",",X,0307,","3.38",",X,0828,","97","X,0721,","31","X,1006","28","X,1028","24","X,1105","19","X,1122","12","X,1217","27","X,0422","27","X,0422","22","X,0407","19","X,0329","3","X,0309","7445",,"7445","X","50.97",",X","112.2",",X","47.6","X","56.4","X","38.7","X","330","X","320","X",,,"38.0","X","51.0","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2012","6.9","X","723",,"723","X","161","X","79","X","43",,"14","X","3","X","127","X","32","X","139","X","13","X","-11","X,0116,","17",",X,1231,+","13.1",",X,1227,","1.92",",X,0905,","97","X,0621,","26","X,1013","26","X,1013","24","X,1106","8","X,1130","8","X,1130","27","X,0430","27","X,0430","22","X,0327","4","X,0306","4","X,0306","6068",,"6068","X","36.00",",X","60.4",",X","49.9","X","59.3","X","40.5","X","320","X","320","X",,,"51.0","X","63.1","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2013","7.2","W","643",,"643","W","175","W","90","W","87",,"20","W","12","W","151","W","56","W","131","W","9","W","-12","W,0124,","15",",W,0101,","9.6",",W,0208,","2.26",",W,0523,","98","W,0719,","32","W,1024","27","W,1028","22","W,1029","18","W,1121","14","W,1124","32","W,0515","25","W,0422","22","W,0402","19","X,0322","8","X,0318","6774",,"6774","W","45.04",",W","70.2",",W","47.1","W","56.2","W","38.0","W","190","W","250","W",,,"36.9","W","52.1","W",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2014","8.1","W","560",,"560","W","155","W","81","W","117",,"25","W","18","W","141","W","67","W","129","W","3","W","-15","W,0123,+","17",",W,0313,","15.2",",W,0312,","1.67",",W,0415,","92","W,0701,","32","W,0919","27","W,1115","21","W,1122","18","W,1128","12","W,1129","29","W,0425","27","W,0420","21","W,0417","6","W,0327","6","W,0327","7663",,"7663","W","36.36",",W","97.5",",W","46.4","W","55.3","W","37.5","W","190","W","180","W",,,"33.1","W","45.0","W",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2015","7.8","W","742",,"742","W","147","W","76","W","74",,"20","W","29","W","137","W","66","W","139","W","9","W","-19","W,0224,","10",",W,0209,","7.5",",W,0130,","2.04",",W,0929,+","94","W,0907,","31","W,1015","27","W,1018","22","W,1019","19","W,1130",,,"28","W,0416","23","W,0408","23","W,0408","13","W,0329","13","W,0329","7555",,"7555","W","37.87",",W","58.3",",W","47.1","W","57.0","W","37.3","W","320","W","140","W",,,"36.0","W","47.0","W",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2010","5.6","W","357",,"357","0","155","0","85","0",,,,,"8","0","158","0","65","0","107","0","4","0","-8","0,0131,+",,,,,"2.94",",0,1001,","92","0,0707,","32","0,1010","25","0,1019","22","0,1102","19","0,1103","13","0,1128","28","0,0513","28","0,0513","13","0,0327","13","0,0327","13","0,0327","7243",,"7243","0","41.19",",0",,,"45.4","0","54.6","0","36.1","0","170","Z","270","X",,,"34.9","Z","48.1","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2011","5.1","W","291",,"291","X","182","X","93","X",,,,,"24","X","161","X","69","X","114","X","2","X","-22","X,0124,",,,,,"5.27",",X,0828,","92","X,0721,","31","X,1006","28","X,1028","21","X,1105","19","X,1106","15","X,1122","31","X,0501","25","X,0422","24","X,0416","19","X,0408","13","X,0407","8275",,"8275","X","55.17",",X",,,"44.4","X","54.2","X","34.6","X","290","X","270","X",,,"29.1","X","51.0","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2012","5.1","X","277",,"277","X","171","X","74","X",,,,,"12","X","159","X","53","X","119","X","1","X","-16","X,0116,",,,,,"1.73",",X,0918,","90","X,0717,","32","X,1009","27","X,1012","24","X,1013","17","X,1106","14","X,1107","31","X,0512","26","X,0430","24","X,0429","20","X,0401","-4","X,0306","6956",,"6956","X","38.64",",X",,,"45.5","X","55.8","X","35.3","X","360","X","340","X",,,"33.1","X","55.9","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2013","5.1","W","309",,"309","W","168","W","88","W",,,,,"21","W","180","W","73","W","116","W","1","W","-21","W,0124,",,,,,"1.60",",W,0611,","90","W,0717,","31","W,0917","27","W,1024","23","W,1028","16","W,1029","14","W,1104","32","W,0528","27","W,0515","21","W,0422","13","X,0325","13","X,0325","8001",,"8001","W","39.60",",W",,,"42.8","W","52.7","W","32.8","W","300","W","210","W",,,"31.1","W","49.0","W",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2014","6.0","W","175",,"175","W","152","W","81","W",,,,,"32","W","168","W","90","W","100","W","0","W","-23","W,0104,",,,,,"1.87",",W,0728,","89","W,0702,","30","W,0919","27","W,1013","21","W,1114","19","W,1118","14","W,1122","29","W,0508","21","W,0420","21","W,0420","14","W,0417","14","W,0417","8865",,"8865","W","37.22",",W",,,"41.7","W","51.5","W","31.8","W","160","W","230","W",,,"30.0","W","47.0","W",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2015","5.8","W","274",,"274","W","168","W","78","W",,,,,"37","W","161","W","77","W","125","W","0","W","-23","W,0224,",,,,,"2.11",",W,0530,","89","W,0729,","31","W,1003","27","W,1017","19","W,1018","19","W,1018","14","W,1124","32","W,0515","24","W,0416","17","W,0408","17","W,0408","13","W,0402","8845",,"8845","W","38.65",",W",,,"42.5","W","53.2","W","31.9","W","310","W","290","W",,,"31.1","W","49.0","W",,
"USC00430942","BROOKFIELD 2 WSW, VT US","44.0358","-72.6389","548.6","2010",,,"270",,"270","0","111","0","93","0",,,"16","0","10","0","162","0","83","0","86","0","0","0","-13","0,0131,+",,,"13.2",",0,0225,","3.75",",0,1001,","88","0,0708,","31","0,1016","28","0,1022","22","0,1103","20","0,1120","16","0,1121","27","0,0511","27","0,0511","23","0,0330","11","0,0328","11","0,0328","8259",,"8259","0","53.91",",0","55.6",",0","42.9","0","50.5","0","35.3","0",,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2010",,,"581",,"581","0","153","0","88","0","98",,"26","0","11","0","142","0","56","0","126","0","8","0","-18","0,0110,","17",",0,1207,+","11.8",",0,1207,","3.12",",0,0710,","94","0,0709,+","29","0,1010","27","0,1019","20","0,1103","20","0,1103","14","0,1125","28","0,0513","28","0,0513","22","0,0328","12","0,0327","12","0,0327","6674",,"6674","0","45.29",",0","85.1",",0","47.5","0","57.3","0","37.6","0",,,,,,,,,,,,
"USC00434749","LUDLOW NUMBER 2, VT US","43.3923","-72.6791","295.7","2014",,,,,,,"127","7","80","7",,,,,,,,,,,,,,,,,,,,,"2.10",",7,0814,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.57",",7",,,,,,,,,,,,,,,,,,,,
"USC00434749","LUDLOW NUMBER 2, VT US","43.3923","-72.6791","295.7","2015",,,,,,,"136","7","76","7",,,,,,,,,,,,,,,,,,,,,"1.68",",7,0910,",,,,,,,,,,,,,,,,,,,,,,,,,,,"37.70",",7",,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2010",,,,,,,"166","0","104","0","110",,"28","0",,,,,,,,,,,,,"43",",0,0227,","19.0",",0,0224,","3.85",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"64.97",",0","116.1",",0",,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2011",,,"310",,"310","7","190","7","132","7","115",,"40","7","21","7","176","7","42","7","124","7","2","7","-17","7,0124,","36",",7,0228,+","14.0",",7,0112,","6.22",",7,0829,","92","7,0723,+","32","7,0917","24","K,1028","24","K,1028","20","K,1031","6","7,1218","31","7,0508","28","7,0507","24","K,0422","20","K,0407","12","7,0329",,,,,"85.35",",7","167.6",",7","45.2","7","56.7","7","33.6","7",,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2010",,,,,,,"147","0","104","0","101",,"23","0",,,,,,,,,,,,,"26",",0,0225,","12.0",",0,0225,","3.66",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.39",",0","88.6",",0",,,,,,,,,,,,,,,,,,
