"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2007",,,"346",,"346","0","144","0","87","0","117",,"34","0","27","0","170","0","59","0","122","0","2","0","-19","0,0307,","27",",0,0215,","18.0",",0,0215,","2.23",",0,0215,","94","0,0628,","29","0,1013","24","0,1029","24","0,1029","18","0,1111","16","0,1118","32","0,0522","27","0,0421","24","0,0408","15","0,0407","15","0,0407","7245",,"7245","0","43.45",",0",,,"107.5",",0","44.2","0","54.9","0","33.5","0",,,,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2008",,,"268",,"268","0","142","0","93","0","106",,"26","0","13","0","165","0","59","0","117","0","4","0","-15","0,0229,","18",",0,1223,+","11.0",",0,1220,","3.55",",0,0629,","93","0,0610,","32","0,0919","28","0,1007","23","0,1019","19","0,1102","13","0,1122","30","0,0505","26","0,0501","22","0,0415","20","0,0403","5","0,0330","7554",,"7554","0","47.92",",0",,,"92.6",",0","44.8","0","55.5","0","34.1","0",,,,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2009",,,"245",,"245","0","146","0","86","0","96",,"20","0","24","0","162","0","63","0","109","0","1","0","-22","0,0116,","16",",0,0131,+","10.4",",0,0129,","1.63",",0,0712,","90","0,0428,","32","0,0920","27","0,1012","22","0,1017","20","0,1118","16","0,1209","32","0,0601","27","0,0420","17","0,0326","17","0,0326","14","0,0324","7823",,"7823","0","47.25",",0",,,"72.6",",0","44.1","0","54.3","0","33.9","0",,,,,,,,,,,,,,
"USC00436995","RUTLAND, VT US","43.6253","-72.9781","189.0","2010",,,"499",,"499","0","128","0","86","0","63",,"19","0","9","0","162","0","57","0","119","0","7","0","-9","0,0110,","15",",0,0104,","9.1",",0,0224,","3.96",",0,1001,","94","0,0708,","29","0,1010","28","0,1013","20","0,1103","20","0,1103","15","0,1128","28","0,0513","28","0,0513","24","0,0329","17","0,0328","14","0,0327","7142",,"7142","0","45.79",",0",,,"60.2",",0","46.6","0","56.4","0","36.7","0",,,,,,,,,,,,,,
"US1VTCH0004","UNDERHILL 4.4 NNE, VT US","44.587739","-72.922508","285.3","2010",,,,,,,"202","N","111","N",,,,,,,,,,,,,,,,,,,,,"3.00",",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.79",",N",,,,,,,,,,,,,,,,,,,,,,,,
"USC00437646","SOUTH NEWBURY, VT US","44.0503","-72.0753","143.3","2006",,,,,,,"97","0","80","0",,,"11","0",,,,,,,,,,,,,,,"6.0",",0,0116,","1.80",",0,0821,",,,,,,,,,,,,,,,,,,,,,,,,,,,"47.07",",0",,,"32.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00437646","SOUTH NEWBURY, VT US","44.0503","-72.0753","143.3","2009",,,,,,,"101","0","76","0",,,"18","0",,,,,,,,,,,,,,,"12.0",",0,0129,","2.50",",0,1025,",,,,,,,,,,,,,,,,,,,,,,,,,,,"36.22",",0",,,"57.5",",0",,,,,,,,,,,,,,,,,,,,
"USC00437646","SOUTH NEWBURY, VT US","44.0503","-72.0753","143.3","2010",,,,,,,"110","0","85","0",,,"16","0",,,,,,,,,,,,,,,"12.0",",0,1227,","4.50",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"41.20",",0",,,"43.4",",0",,,,,,,,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2005",,,"390",,"390","0","168","0","100","0","141",,"36","0","22","0","158","0","79","0","103","0","1","0","-24","0,0122,","31",",0,0313,","9.0",",0,0211,","2.36",",0,1017,","90","0,0626,","31","0,1021","27","0,1022","24","0,1109","19","0,1119","9","0,1124","31","0,0514","28","0,0423","20","0,0327","20","0,0327","16","0,0326","7936",,"7936","0","51.79",",0",,,"130.3",",0","43.3","0","52.2","0","34.5","0",,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2006",,,"247",,"247","0","171","0","108","0","101",,"24","0","8","0","148","0","55","0","91","0","1","0","-5","0,0116,","12",",0,0110,+","5.8",",0,1231,","2.92",",0,0627,","90","0,0619,","30","0,1007","28","0,1022","22","0,1122","12","0,1205","12","0,1205","31","0,0507","28","0,0429","24","0,0409","19","0,0322","13","0,0321","7694",,"7694","0","56.57",",0",,,"68.0",",0","45.0","0","53.2","0","36.8","0",,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2007",,,"247",,"247","0","176","0","104","0","143",,"51","0","26","0","159","0","85","0","99","0","0","0","-13","0,0307,+","40",",0,0215,","28.6",",0,0215,","3.29",",0,0712,","89","0,0727,","28","0,1017","28","0,1017","24","0,1109","19","0,1118","15","0,1119","32","0,0514","25","0,0413","22","0,0412","19","0,0408","16","0,0407","8108",,"8108","0","49.95",",0",,,"209.3",",0","42.2","0","51.4","0","33.0","0",,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2008",,,"268",,"268","0","180","0","104","0","147",,"35","0","14","0","172","0","77","0","98","0","1","0","-11","0,0229,","29",",0,0302,+","11.0",",0,0207,","2.24",",0,0725,","92","0,0611,","31","0,0919","25","0,1019","24","0,1023","18","0,1119","13","0,1120","31","0,0502","27","0,0501","24","0,0403","17","0,0331","12","0,0330","7918",,"7918","0","53.10",",0",,,"142.4",",0","43.6","0","52.8","0","34.4","0",,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2009",,,"188",,"188","0","186","0","109","0","113",,"31","0","25","0","152","0","75","0","84","0","0","0","-19","0,0117,+","29",",0,0129,","14.3",",0,0129,","2.06",",0,0822,","87","0,0819,","30","0,0926","26","0,1016","24","0,1017","15","0,1209","15","0,1209","30","0,0519","27","0,0414","22","0,0412","19","0,0325","13","0,0324","8347",,"8347","0","49.76",",0",,,"99.9",",0","42.5","0","51.2","0","33.7","0",,,,,,,,,,,,,,
"USC00439988","WORCESTER 2 W, VT US","44.3747","-72.5822","414.5","2010",,,"375",,"375","0","187","0","102","0","98",,"26","0","7","0","156","0","69","0","102","0","3","0","-11","0,0131,+","19",",0,0225,","14.5",",0,0428,","3.25",",0,1001,","91","0,0708,","31","0,1003","21","0,1103","21","0,1103","20","0,1104","15","0,1125","30","0,0511","26","0,0329","14","0,0328","14","0,0328","14","0,0328","7604",,"7604","0","48.70",",0",,,"97.4",",0","45.0","0","53.5","0","36.6","0",,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2005",,,,,,,"124","0","79","0","102",,"16","0",,,,,"53","0","122","0","4","0",,,"11",",0,0301,","8.0",",0,0210,","2.57",",0,0831,","93","0,0628,",,,,,,,,,,,,,,,,,,,,,,,,,"39.37",",0",,,"53.5",",0",,,"55.7","0",,,,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2006",,,,,,,"130","0","84","0","42",,"9","0","0","0","115","0",,,,,,,"2","0,0227,+","6",",0,0106,","3.0",",0,1230,","2.15",",0,1020,",,,"29","0,1022","28","0,1104","24","0,1203","17","0,1205","10","0,1208","31","0,0430","28","0,0426","24","0,0408","16","0,0320","16","0,0320",,,,,"40.83",",0",,,"24.6",",0",,,,,"40.0","0",,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2007",,,,,,,"125","0","83","0","100",,"19","0",,,,,"70","0","125","0","4","0",,,"18",",0,0215,+","14.0",",0,0214,","1.59",",0,1027,","94","0,0627,",,,,,,,,,,,,,,,,,,,,,,,,,"39.30",",0",,,"79.6",",0",,,"54.6","0",,,,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2008",,,"480",,"480","0","136","0","80","0","101",,"19","0","8","0","143","0","69","0","112","0","3","0","-12","0,0229,","16",",0,1221,","7.4",",0,1221,","3.01",",0,0709,","91","0,0610,","29","0,1019","28","0,1023","23","0,1118","20","0,1119","16","0,1123","32","0,0430","27","0,0415","12","0,0330","12","0,0330","12","0,0330","6838",,"6838","0","39.34",",0",,,"68.4",",0","46.4","0","55.1","0","37.8","0",,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2009",,,"425",,"425","0","130","0","75","0","67",,"10","0","19","0","138","0","61","0","108","0","1","0","-17","0,0116,","14",",0,0128,","8.0",",0,0128,","1.26",",0,0927,","90","0,0815,","31","0,1015","27","0,1016","22","0,1208","19","0,1211","15","0,1216","28","0,0420","28","0,0420","19","0,0325","19","0,0325","14","0,0323","7431",,"7431","0","32.98",",0",,,"38.2",",0","46.0","0","54.5","0","37.4","0",,,,,,,,,,,,,,
"USC00437607","SOUTH HERO, VT US","44.6264","-73.303","33.5","2010",,,"720",,"720","0","131","0","81","0","55",,"12","0","4","0","129","0","59","0","122","0","14","0","-5","0,0130,","11",",0,0224,","9.2",",0,0224,","2.10",",0,1015,","96","0,0708,+","32","0,1019","27","0,1103","19","0,1125","19","0,1125","16","0,1128","32","0,0513","17","0,0327","17","0,0327","17","0,0327","16","0,0326","6524",,"6524","0","41.57",",0",,,"38.7",",0","48.6","0","57.0","0","40.3","0",,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2005",,,"361",,"361","U",,,,,,,,,"16","U","161","U","61","U","112","U","1","U","-15","U,0122,",,,,,,,"91","U,0626,","32","U,1020","28","U,1021","23","U,1111","20","U,1112","16","U,1119","24","U,0513","24","U,0513","24","U,0513","20","U,0327","15","U,0326","7650",,"7650","U",,,,,,,"44.7","U","54.7","U","34.8","U",,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2006",,,"263",,"263","U",,,,,,,,,"4","U","155","U","37","U","100","U","2","U","-4","U,0227,",,,,,,,"90","U,0802,+","32","U,0930","28","U,1013","24","U,1027","19","U,1121","15","U,1205","29","U,0430","27","U,0428","24","U,0426","11","U,0321","11","U,0321","7218",,"7218","U",,,,,,,"46.1","U","55.4","U","36.8","U",,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2007",,,"274",,"274","U",,,,,,,,,"11","U","165","U","64","U","114","U","1","U","-12","U,0309,",,,,,,,"90","U,0802,","32","U,1012","24","U,1029","24","U,1029","18","U,1111","15","U,1123","32","U,0522","28","U,0426","18","U,0411","18","U,0411","13","U,0407","7231",,"7231","U",,,,,,,"44.3","U","54.6","U","34.0","U",,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2008",,,"181",,"181","U",,,,,,,,,"8","U","163","U","55","U","102","U","1","U","-12","U,0229,",,,,,,,"94","U,0610,","32","U,1005","25","U,1019","24","U,1020","17","U,1118","15","U,1119","31","U,0505","25","U,0501","23","U,0415","17","U,0403","13","U,0330","7496",,"7496","U",,,,,,,"44.3","U","54.5","U","34.2","U",,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2009",,,"146",,"146","U",,,,,,,,,"12","U","164","U","58","U","91","U","0","U","-8","U,1218,+",,,,,,,"87","U,0818,+","31","U,0926","27","U,1012","23","U,1015","17","U,1207","13","U,1211","29","U,0519","27","U,0420","20","U,0325","20","U,0325","13","U,0323","7640",,"7640","U",,,,,,,"43.8","U","53.5","U","34.0","U",,,,,,,,,,,,,,
"USR0000VMAR","MARLBORO COLLEGE VERMONT, VT US","42.8378","-72.735","513.9","2010",,,"368",,"368","U",,,,,,,,,"5","U","156","U","55","U","112","U","5","U","-6","U,0130,",,,,,,,"93","U,0707,","30","U,1010","27","U,1019","23","U,1102","19","U,1127","14","U,1205","32","U,0513","27","U,0511","22","U,0328","13","U,0327","13","U,0327","7016",,"7016","U",,,,,,,"46.2","U","56.0","U","36.4","U",,,,,,,,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2005","6.9","X","718",,"718","0","148","0","88","0","111",,"27","0","20","0","146","0","69","0","122","0","5","0","-17","0,0122,","15",",0,0302,","8.0",",0,0210,","2.42",",0,0831,","93","0,0627,","30","0,1021","28","0,1029","20","0,1112","20","0,1112","12","0,1123","31","0,0513","27","0,0422","21","0,0327","17","0,0326","16","0,0317","7702",,"7702","0","39.43",",0",,,"91.7",",0","46.4","0","55.7","0","37.1","0","141568",",X","190","X","180","X",,,"36.0","X","53.0","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2006","7.2","W","511",,"511","0","165","0","102","0","56",,"17","0","5","0","136","0","44","0","121","0","6","0","-4","0,0226,","10",",0,0305,+","13.8",",0,0304,","1.99",",0,0519,","94","0,0801,","29","0,1021","26","0,1022","23","0,1122","16","0,1205","16","0,1205","32","0,0430","26","0,0428","23","0,0409","17","0,0320","6","0,0308","6791",,"6791","0","47.02",",0","45.1","X","57.7",",0","48.1","0","56.8","0","39.4","0",,,"330","X","330","X",,,"36.0","X","53.9","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2007","7.4","W","540",,"540","0","151","0","84","0","103",,"32","0","23","0","150","0","72","0","131","0","10","0","-18","0,0307,","30",",0,0214,","25.3",",0,0214,","2.05",",0,0709,","96","0,0627,+","32","0,1013","28","0,1029","22","0,1110","20","0,1118","9","0,1201","32","0,0505","28","0,0411","23","0,0407","-2","0,0321","-2","0,0321","7336",,"7336","0","39.85",",0","49.6","X","131.9",",0","45.6","0","55.0","0","36.1","0","138385","4,X","320","X","340","X",,,"34.9","X","55.9","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2008","7.2","W","443",,"443","0","157","0","92","0","100",,"28","0","12","0","145","0","60","0","118","0","3","0","-12","0,0229,","20",",0,0102,","11.3",",0,0206,","1.41",",0,1025,","93","0,0610,","32","0,1007","26","0,1019","24","0,1024","20","0,1121","16","0,1123","30","0,0501","24","0,0415","24","0,0415","13","0,0330","13","0,0330","7132",,"7132","0","40.61",",0",,,"115.4",",0","46.3","0","55.5","0","37.0","0",,,"180","X","270","X",,,"34.9","X","48.1","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2009","6.9","W","384",,"384","0","157","0","87","0","70",,"18","0","18","0","150","0","63","0","110","0","2","0","-21","0,0116,","12",",0,0202,+","9.1",",0,0128,","1.78",",0,0509,","90","0,0818,+","30","0,1012","27","0,1015","24","0,1019","19","0,1208","9","0,1216","31","0,0424","26","0,0416","24","0,0414","19","0,0325","14","0,0323","7494",,"7494","0","37.46",",0",,,"65.1",",0","45.6","0","54.8","0","36.4","0",,,"190","X","180","X",,,"38.0","X","51.0","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2010","6.9","W","651",,"651","0","163","0","90","0","94",,"22","0","7","0","145","0","60","0","121","0","11","0","-6","0,0110,","26",",0,0103,","18.9",",0,0102,","2.14",",0,1015,","96","0,0708,","31","0,1010","27","0,1102","23","0,1103","18","0,1125","11","0,1209","30","0,0513","28","0,0511","14","0,0327","14","0,0327","14","0,0327","6754",,"6754","0","40.75",",0",,,"107.3",",0","48.0","0","56.7","0","39.2","0",,,"290","X","270","X",,,"36.0","X","55.0","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2005","5.4","X","442",,"442","0","161","0","89","0",,,,,"26","0","161","0","74","0","118","0","1","0","-19","0,0122,",,,,,"2.52",",0,1008,","91","0,0625,","28","0,1021","28","0,1021","22","0,1109","19","0,1118","7","0,1123","32","0,0520","28","0,0513","24","0,0422","14","0,0327","14","0,0327","8324",,"8324","0","43.75",",0",,,,,"44.0","0","54.1","0","33.8","0",,,"170","X","300","X",,,"33.1","X","47.0","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2006","5.4","W","304",,"304","0","163","0","91","0",,,,,"7","0","159","0","49","0","106","0","4","0","-8","0,0211,",,,,,"2.31",",0,0626,","91","0,0802,+","32","0,0930","25","0,1022","23","0,1104","19","0,1122","8","0,1205","31","0,0508","24","0,0429","24","0,0429","18","0,0321","11","0,0320","7425",,"7425","0","48.56",",0",,,,,"45.8","0","55.3","0","36.3","0",,,"300","X","310","X",,,"36.0","X","48.1","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2007","5.4","W","282",,"282","0","161","0","88","0",,,,,"27","0","173","0","81","0","112","0","4","0","-17","0,0309,+",,,,,"2.14",",0,0709,","92","0,0626,","31","0,1013","27","0,1029","23","0,1109","18","0,1110","14","0,1119","32","0,0522","27","0,0426","20","0,0411","20","0,0411","16","0,0407","7982",,"7982","0","41.39",",0",,,,,"43.0","0","53.2","0","32.8","0",,,"300","X","20","X",,,"33.1","X","76.1","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2008","5.1","W","233",,"233","0","177","0","102","0",,,,,"17","0","164","0","66","0","108","0","1","0","-18","0,0229,",,,,,"2.13",",0,0720,","93","0,0610,","29","0,1007","28","0,1008","24","0,1018","17","0,1118","12","0,1119","32","0,0506","28","0,0502","24","0,0501","7","0,0330","7","0,0330","7889",,"7889","0","48.56",",0",,,,,"43.8","0","54.2","0","33.5","0",,,"300","X","230","X",,,"33.1","X","53.0","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2009",,,"222",,"222","0","163","0","87","0",,,,,"25","0","167","0","71","0","101","0","0","0","-26","0,0116,",,,,,"1.74",",0,1114,+","89","0,0818,","28","0,1012","28","0,1012","24","0,1016","20","0,1017","14","0,1208","32","0,0526","28","0,0519","22","0,0414","17","0,0325","14","0,0324","8081",,"8081","0","39.51",",0",,,,,"43.4","0","53.6","0","33.2","0",,,"300","X","300","X",,,"32.0","X","44.1","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2010","5.6","W","357",,"357","0","155","0","85","0",,,,,"8","0","158","0","65","0","107","0","4","0","-8","0,0131,+",,,,,"2.94",",0,1001,","92","0,0707,","32","0,1010","25","0,1019","22","0,1102","19","0,1103","13","0,1128","28","0,0513","28","0,0513","13","0,0327","13","0,0327","13","0,0327","7243",,"7243","0","41.19",",0",,,,,"45.4","0","54.6","0","36.1","0",,,"170","Z","270","X",,,"34.9","Z","48.1","X",,
"USC00430942","BROOKFIELD 2 WSW, VT US","44.0358","-72.6389","548.6","2009",,,"115",,"115","0","130","0","99","0",,,"27","0","26","0","171","0","84","0","55","0","0","0","-11","0,0116,",,,"16.7",",0,0129,","1.81",",0,1116,","85","0,0522,","29","0,1012","27","0,1015","23","0,1016","20","0,1206","14","0,1208","31","0,0526","22","0,0414","22","0,0414","19","0,0413","14","0,0325",,,,,"52.70",",0",,,"97.2",",0","40.4","0","48.5","0","32.4","0",,,,,,,,,,,,,,
"USC00430942","BROOKFIELD 2 WSW, VT US","44.0358","-72.6389","548.6","2010",,,"270",,"270","0","111","0","93","0",,,"16","0","10","0","162","0","83","0","86","0","0","0","-13","0,0131,+",,,"13.2",",0,0225,","3.75",",0,1001,","88","0,0708,","31","0,1016","28","0,1022","22","0,1103","20","0,1120","16","0,1121","27","0,0511","27","0,0511","23","0,0330","11","0,0328","11","0,0328","8259",,"8259","0","53.91",",0",,,"55.6",",0","42.9","0","50.5","0","35.3","0",,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2006",,,"401",,"401","0","151","0","97","0","66",,"17","0","12","0","139","0","39","0","113","0","5","0","-10","0,0211,+","8",",0,0110,+","5.0",",0,0305,","2.29",",0,0520,","92","0,0802,+","29","0,1007","25","0,1022","20","0,1122","20","0,1122","8","0,1205","32","0,0508","25","0,0429","23","0,0428","20","0,0327","10","0,0320",,,,,"46.37",",0",,,"41.0",",0","47.6","0","57.5","0","37.6","0",,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2007",,,,,,,"146","0","98","0","108",,"27","0","34","0","161","0","60","0","118","0","3","0","-27","0,0307,","25",",0,0216,+","12.0",",0,0215,","1.78",",0,0516,","91","0,0627,","32","0,1013","28","0,1017","19","0,1110","19","0,1110","15","0,1118","32","0,0522","27","0,0503","20","0,0411","20","0,0411","-10","0,0321",,,,,"44.23",",0",,,"103.7",",0","44.3","0","55.3","0","33.4","0",,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2008",,,"341",,"341","0","148","0","91","0","90",,"26","0","21","0","157","0","55","0","120","0","1","0","-23","0,0229,","12",",0,0101,","8.0",",0,1212,","1.34",",0,0308,","92","0,0610,","32","0,0919","27","0,1007","22","0,1019","19","0,1102","12","0,1120","32","0,0507","27","0,0502","22","0,0415","9","0,0330","9","0,0330","7000",,"7000","0","35.00",",0",,,"69.3",",0","45.9","0","56.6","0","35.3","0",,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2009",,,"343",,"343","0","152","0","94","0","83",,"19","0","24","0","154","0","53","0","113","0","2","0","-27","0,0116,","11",",0,0224,+","10.0",",0,0223,","1.61",",0,1128,","90","0,0819,+","32","0,0920","28","0,1012","23","0,1016","20","0,1017","11","0,1209","29","0,0526","28","0,0424","24","0,0415","18","0,0325","12","0,0324","7118",,"7118","0","36.30",",0",,,"53.7",",0","44.7","0","55.6","0","33.9","0",,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2010",,,"581",,"581","0","153","0","88","0","98",,"26","0","11","0","142","0","56","0","126","0","8","0","-18","0,0110,","17",",0,1207,+","11.8",",0,1207,","3.12",",0,0710,","94","0,0709,+","29","0,1010","27","0,1019","20","0,1103","20","0,1103","14","0,1125","28","0,0513","28","0,0513","22","0,0328","12","0,0327","12","0,0327","6674",,"6674","0","45.29",",0",,,"85.1",",0","47.5","0","57.3","0","37.6","0",,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2005",,,,,,,"178","0","102","0","124",,"34","0",,,,,,,,,,,,,"27",",0,0313,","20.0",",0,0123,","4.42",",0,1009,",,,,,,,,,,,,,,,,,,,,,,,,,,,"62.33",",0",,,"143.6",",0",,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2006",,,,,,,"175","0","101","0","79",,"24","0",,,,,,,,,,,,,"12",",0,0103,","10.0",",0,0226,","2.53",",0,0820,",,,,,,,,,,,,,,,,,,,,,,,,,,,"66.89",",0",,,"68.8",",0",,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2007",,,,,,,"167","0","105","0","124",,"37","0",,,,,,,,,,,,,"26",",0,0320,+","18.0",",0,0215,","3.70",",0,0416,",,,,,,,,,,,,,,,,,,,,,,,,,,,"56.29",",0",,,"168.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2008",,,,,,,"151","0","109","0","139",,"40","0",,,,,,,,,,,,,"43",",0,0301,","12.0",",0,0227,","2.73",",0,1026,",,,,,,,,,,,,,,,,,,,,,,,,,,,"69.59",",0",,,"153.4",",0",,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2009",,,,,,,"182","0","119","0","111",,"29","0",,,,,,,,,,,,,"30",",0,0224,+","15.0",",0,0129,","3.05",",0,1025,",,,,,,,,,,,,,,,,,,,,,,,,,,,"62.82",",0",,,"118.1",",0",,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2010",,,,,,,"166","0","104","0","110",,"28","0",,,,,,,,,,,,,"43",",0,0227,","19.0",",0,0224,","3.85",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"64.97",",0",,,"116.1",",0",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2005",,,,,,,"157","0","114","0","126",,"34","0",,,,,,,,,,,,,"24",",0,0314,+","7.0",",0,0309,+","2.00",",0,1010,",,,,,,,,,,,,,,,,,,,,,,,,,,,"52.21",",0",,,"104.5",",0",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2006",,,,,,,"155","0","103","0","69",,"16","0",,,,,,,,,,,,,"11",",0,0304,","6.5",",0,0304,","2.14",",0,0713,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.24",",0",,,"52.2",",0",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2007",,,,,,,"151","0","100","0","135",,"34","0",,,,,,,,,,,,,"29",",0,0215,","21.0",",0,0215,","2.70",",0,0215,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.89",",0",,,"136.9",",0",,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2008",,,,,,,"165","0","116","0","129",,"32","0",,,,,,,,,,,,,"21",",0,0302,","10.4",",0,1222,","2.43",",0,0629,",,,,,,,,,,,,,,,,,,,,,,,,,,,"57.89",",0",,,"96.3",",0",,,,,,,,,,,,,,,,,,,,
