"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","1997","8.1","X","331",,"331","0","165","0","81","0","115",,"30","0","14","0","162","0","68","0","112","0","3","0","-17","0,0119,","10",",0,0315,","9.5",",0,0306,","1.46",",0,0709,","91","0,0810,","31","0,1012","28","0,1017","22","0,1026","20","0,1113","15","0,1117","27","0,0505","27","0,0505","21","0,0415","20","0,0411","14","0,0409","7574",,"7574","0","30.66",",0",,,"103.8",",0","44.4","0","53.8","0","34.9","0","138228",",X",,,"180","X","190","X",,,,,"38.0","X","51.0","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","1998","7.8","X","437",,"437","0","165","0","87","0","62",,"15","0","8","0","130","0","39","0","130","0","0","0","-15","0,0101,","13",",0,0323,","8.5",",0,0322,","3.62",",0,0811,","89","0,0722,+","32","0,1004","26","0,1117","19","0,1118","19","0,1118","13","0,1218","26","0,0427","26","0,0427","11","0,0325","11","0,0325","11","0,0325","7009",,"7009","0","50.48",",0",,,"64.1",",0","48.3","0","57.3","0","39.3","0","124752","1,X",,,"190","X","180","X",,,,,"34.0","X","45.0","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","1999","8.3","X","731",,"731","0","137","0","74","0","79",,"21","0","13","0","144","0","59","0","128","0","18","0","-22","0,0114,","17",",0,0116,","10.4",",0,0306,","2.28",",0,0916,","97","0,0717,","31","0,1006","28","0,1008","24","0,1019","19","0,1111","15","0,1201","31","0,0513","28","0,0425","24","0,0411","18","0,0312","15","0,0311","6877",,"6877","0","32.61",",0",,,"67.1",",0","47.8","0","57.5","0","38.1","0","156016",",X",,,"320","X","320","X",,,,,"36.0","X","48.1","X",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.4683","-73.1499","100.6","2000","8.1","X","332",,"332","0","175","0","94","0","77",,"32","0","21","0","145","0","65","0","104","0","0","0","-14","0,0123,","20",",0,0221,+","14.3",",0,0409,","1.91",",0,0509,","89","0,0507,","30","0,0928","28","0,0929","18","0,1122","18","0,1122","6","0,1124","32","0,0501","28","0,0426","24","0,0414","20","0,0413","12","0,0319","7160",,"7160","0","39.30",",0",,,"118.1",",0","44.9","0","53.8","0","36.0","0","123362","3,X",,,"330","X","260","X",,,,,"36.0","X","46.1","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","1995",,,"300",,"300","0","163","0","83","0","105",,"36","0","21","0","159","0","75","0","106","0","6","0","-17","0,0206,","19",",0,1227,","10.1",",0,0204,","2.12",",0,1021,","95","0,0619,","32","0,0916","28","0,1030","11","0,1109","11","0,1109","11","0,1109","30","0,0507","27","0,0425","21","0,0417","19","0,0411","16","0,0408","7649",,"7649","0","38.01",",0",,,"107.0",",0","42.9","0","52.6","0","33.1","0",,,,,,,,,,,,,,,,,,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","1997",,,"131",,"131","M",,,,,,,,,"22","M","184","M","80","M","99","M","0","M","-27","M,0119,",,,,,,,"85","M,0810,+","31","M,0922","26","M,1012","24","M,1018","19","M,1026","14","M,1116","31","M,0527","28","M,0509","24","M,0416","16","M,0411","16","M,0411","8400",,"8400","M",,,,,,,"41.0","M","51.1","M","31.0","M",,,,,,,,,,,,,,,,,,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","1998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7902",,"7902","W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","1999","6.3","X","314",,"314","0","147","0","69","0",,,,,"22","0","165","0","61","0","112","0","2","0","-23","0,0114,",,,,,"3.37",",0,0916,","91","0,0717,","31","0,1005","28","0,1006","24","0,1008","19","0,1028","16","0,1112","30","W,0514","28","W,0428","23","W,0411","19","W,0327","11","W,0321",,,,,"32.04",",0",,,,,"44.0","0","54.4","0","33.7","0",,,,,"290","X","290","X",,,,,"33.1","X","45.0","X",,
"USW00094705","BARRE MONTPELIER KNAPP STATE AIRPORT, VT US","44.2035","-72.5623","343.2","2000","6.0","X","119",,"119","0","161","0","81","0",,,,,"30","0","177","0","72","0","90","0","0","0","-18","0,0123,+",,,,,"2.62",",0,1217,","84","0,0901,+","32","0,0905","27","0,0928","23","0,0929","20","0,1119","8","0,1123","32","0,0520","28","0,0501","19","0,0414","19","0,0414","6","0,0319","8221",,"8221","0","37.33",",0",,,,,"41.6","0","51.1","0","32.0","0",,,,,"280","X","270","X",,,,,"38.0","X","62.0","X",,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","1995",,,"430",,"430","0","140","0","88","0","101",,"42","0","31","0","155","0","72","0","124","0","7","0","-22","0,0111,","25",",0,1227,+","20.0",",0,0205,","2.00",",0,0717,","94","0,0714,","30","0,0911","27","0,0929","17","0,1109","17","0,1109","5","0,1110","29","0,0509","24","0,0507","24","0,0507","17","0,0411","16","0,0410","7316",,"7316","0","42.36",",0",,,"125.0",",0","44.7","0","56.1","0","33.3","0",,,,,,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","1996",,,"288",,"288","0","161","0","107","0",,,"36","0","32","0","166","0","54","0","128","0","0","0","-30","0,0107,+",,,"6.5",",0,1208,","2.70",",0,1109,","88","0,0807,+","31","0,0924","24","0,1004","24","0,1004","20","0,1113","10","0,1114","30","0,0526","27","0,0507","23","0,0413","18","0,0404","16","0,0331","8162",,"8162","0","47.17",",0",,,"81.5",",0","44.4","0","55.1","0","33.6","0",,,,,,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","1997",,,"229",,"229","0","161","0","101","0",,,"48","0","26","0","179","0","62","0","122","0","0","0","-31","0,0119,",,,"12.0",",0,0306,","2.84",",0,0715,","88","0,0810,+","30","0,0924","28","0,1012","23","0,1023","19","0,1026","15","0,1113","30","0,0527","23","0,0505","23","0,0505","19","0,0415","15","0,0411","7744",,"7744","0","39.78",",0",,,"127.5",",0","43.2","0","54.2","0","32.2","0",,,,,,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","1998",,,"397",,"397","0","160","0","98","0",,,"25","0","15","0","139","0","33","0","143","0","0","0","-27","0,0101,",,,"12.0",",0,0322,","2.02",",0,0108,","89","0,0716,","32","0,0924","25","0,1006","23","0,1114","15","0,1118","15","0,1118","32","0,0430","22","0,0427","22","0,0427","20","0,0411","3","0,0325","7222",,"7222","0","43.40",",0",,,"66.5",",0","47.8","0","58.2","0","37.5","0",,,,,,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","1999",,,"523",,"523","0","148","0","86","0","71",,"28","0","25","0","152","0","48","0","132","0","7","0","-32","0,0114,","15",",0,0116,+","10.0",",0,0109,","3.68",",0,0917,","92","0,0904,+","29","0,1005","27","0,1008","22","0,1019","20","0,1028","16","0,1112","30","0,0514","28","0,0513","21","0,0425","20","0,0411","13","0,0321","7000",,"7000","0","35.21",",0",,,"72.4",",0","46.9","0","58.5","0","35.3","0",,,,,,,,,,,,,,,,,,
"USC00432769","ENOSBURG FALLS, VT US","44.9094","-72.8082","128.0","2000",,,"294",,"294","0",,,,,"95",,"34","0","32","0","145","0","56","0","116","0","0","0","-26","0,0118,","26",",0,0218,+","12.0",",0,0126,",,,"88","0,0626,","25","0,0929","25","0,0929","23","0,1023","17","0,1123","1","0,1124","30","0,0520","27","0,0425","18","0,0414","18","0,0414","11","0,0413","6980",,"6980","0",,,,,"115.9",",0","44.9","0","55.9","0","33.8","0",,,,,,,,,,,,,,,,,,
"USC00434747","LUDLOW, VT US","43.394","-72.7104","385.6","1996",,,,,,,"180","0","108","0",,,"26","0",,,,,,,,,,,,,,,"13.2",",0,1208,","3.43",",0,1021,",,,,,,,,,,,,,,,,,,,,,,,,,,,"59.42",",0",,,"106.6",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434747","LUDLOW, VT US","43.394","-72.7104","385.6","1997",,,,,,,"165","0","95","0","150",,"34","0",,,,,,,,,,,,,"26",",0,0218,+","11.0",",0,0401,","2.41",",0,1102,",,,,,,,,,,,,,,,,,,,,,,,,,,,"46.55",",0",,,"137.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434747","LUDLOW, VT US","43.394","-72.7104","385.6","1998",,,,,,,"148","0","92","0",,,"15","0",,,,,,,,,,,,,,,"10.5",",0,0124,","2.66",",0,0615,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.87",",0",,,"67.3",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434747","LUDLOW, VT US","43.394","-72.7104","385.6","1999",,,,,,,"146","0","87","0","118",,"23","0",,,,,,,,,,,,,"26",",0,0307,","11.5",",0,0307,","5.47",",0,0917,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.04",",0",,,"84.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00434747","LUDLOW, VT US","43.394","-72.7104","385.6","2000",,,,,,,"170","0","93","0","108",,"18","0",,,,,,,,,,,,,"23",",0,0220,","8.9",",0,0219,","2.47",",0,0730,",,,,,,,,,,,,,,,,,,,,,,,,,,,"55.81",",0",,,"80.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","1995",,,,,,,"172","0","90","0",,,"27","0",,,,,,,,,,,,,,,"17.0",",0,0205,","3.44",",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,"50.04",",0",,,"112.1",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","1997",,,,,,,"167","0","94","0","141",,"46","0",,,,,,,,,,,,,"28",",0,0217,","23.0",",0,0401,","2.57",",0,1102,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.99",",0",,,"197.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","1998",,,,,,,"165","0","98","0",,,"21","0",,,,,,,,,,,,,,,"12.5",",0,0124,","2.47",",0,0614,",,,,,,,,,,,,,,,,,,,,,,,,,,,"56.63",",0",,,"82.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439591","WEST WARDSBORO, VT US","43.03306","-72.85","429.8","2000",,,,,,,,,,,"119",,"33","0",,,,,,,,,,,,,"29",",0,0220,","12.0",",0,0126,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"125.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","1995",,,,,,,"124","0","86","0","98",,"29","0",,,,,,,,,,,,,"17",",0,1222,","13.0",",0,0205,","2.74",",0,0804,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.05",",0",,,"80.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","1996",,,,,,,"137","0","115","0","90",,"25","0",,,,,,,,,,,,,"30",",0,0113,","9.5",",0,1208,+","2.46",",0,1021,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.99",",0",,,"106.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","1997",,,,,,,"140","0","95","0",,,"31","0",,,,,,,,,,,,,,,"15.0",",0,0419,","1.25",",0,0419,",,,,,,,,,,,,,,,,,,,,,,,,,,,"37.24",",0",,,"119.1",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","1998",,,,,,,"149","0","98","0",,,"19","0",,,,,,,,,,,,,,,"8.0",",0,0225,","2.22",",0,0107,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.21",",0",,,"52.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","1999",,,,,,,"134","0","85","0","100",,"21","0",,,,,,,,,,,,,"14",",0,0307,","12.0",",0,0307,","3.87",",0,0917,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.74",",0",,,"73.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431433","CHITTENDEN, VT US","43.7063","-72.9618","354.5","2000",,,,,,,"159","0","103","0","109",,"25","0",,,,,,,,,,,,,"15",",0,0202,","9.5",",0,0410,","3.19",",0,0717,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.86",",0",,,"97.1",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","1995",,,"504",,"504","0","161","0","83","0","100",,"30","0","26","0","156","0","68","0","118","0","9","0","-17","0,0111,","20",",0,1227,+","16.0",",0,0205,","2.25",",0,0805,","100","0,0715,","32","0,0919","25","0,1105","19","0,1109","19","0,1109","13","0,1110","29","0,0508","26","0,0507","24","0,0425","18","0,0408","2","0,0406","7469",,"7469","0","38.12",",0",,,"118.0",",0","44.8","0","55.5","0","34.1","0",,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","1996",,,"318",,"318","0","189","0","101","0","99",,"30","0","25","0","171","0","61","0","117","0","1","0","-28","0,0106,","21",",0,0105,+","6.5",",0,1220,","1.92",",0,1202,","90","0,0808,","24","0,1004","24","0,1004","24","0,1004","15","0,1113","15","0,1113","29","0,0514","28","0,0507","22","0,0405","20","0,0404","16","0,0331","8256",,"8256","0","47.36",",0",,,"77.9",",0","43.9","0","54.0","0","33.7","0",,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","1997",,,"257",,"257","0","166","0","89","0","124",,"34","0","26","0","182","0","59","0","110","0","5","0","-20","0,0119,","15",",0,1231,","8.0",",0,0419,","1.18",",0,0709,","91","0,0611,","32","0,0922","28","0,1002","24","0,1023","20","0,1026","15","0,1113","28","0,0508","28","0,0508","18","0,0415","18","0,0415","16","0,0411","7973",,"7973","0","33.68",",0",,,"109.3",",0","42.8","0","54.1","0","31.5","0",,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","1998",,,"433",,"433","0","173","0","93","0",,,"13","0","10","0","140","0","35","0","129","0","1","0","-16","0,0101,",,,"9.0",",0,0322,","2.40",",0,0812,","90","0,0716,","31","0,1004","27","0,1006","19","0,1118","19","0,1118","13","0,1219","31","0,0428","24","0,0427","24","0,0427","15","0,0325","15","0,0325","7299",,"7299","0","50.78",",0",,,"56.5",",0","47.7","0","57.4","0","38.0","0",,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","1999",,,"690",,"690","0","145","0","81","0","82",,"18","0","24","0","155","0","53","0","129","0","17","0","-28","0,0114,","18",",0,0116,","11.0",",0,0307,","3.19",",0,0917,","96","0,0718,","31","0,1006","28","0,1008","22","0,1019","19","0,1112","13","0,1201","28","0,0513","28","0,0513","23","0,0425","20","0,0321","-3","0,0311","7107",,"7107","0","35.93",",0",,,"67.5",",0","47.0","0","57.7","0","36.3","0",,,,,,,,,,,,,,,,,,
"USC00432843","ESSEX JUNCTION 1 N, VT US","44.5079","-73.1152","103.6","2000",,,"302",,"302","0","185","0","100","0","86",,"27","0","28","0","149","0","60","0","103","0","0","0","-15","0,1226,+","21",",0,0220,+","11.2",",0,0410,","2.06",",0,0719,","89","0,0902,","27","0,0929","27","0,0929","24","0,1122","17","0,1123","6","0,1124","32","0,0520","25","0,0426","15","0,0413","15","0,0413","15","0,0413","7348",,"7348","0","44.12",",0",,,"105.8",",0","44.2","0","54.2","0","34.2","0",,,,,,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","1995",,,,,,,"147","0","81","0",,,"50","0",,,,,,,,,,,,,,,"18.0",",0,0205,","1.37",",0,0205,",,,,,,,,,,,,,,,,,,,,,,,,,,,"32.05",",0",,,"130.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","1996",,,,,,,"174","0","99","0","135",,"59","0",,,,,,,,,,,,,"33",",0,0113,+","11.0",",0,1208,","2.86",",0,1021,",,,,,,,,,,,,,,,,,,,,,,,,,,,"44.67",",0",,,"145.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","1997",,,,,,,"160","0","93","0",,,"64","0",,,,,,,,,,,,,,,"12.0",",0,0306,","1.93",",0,0814,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.61",",0",,,"177.7",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","1998",,,,,,,,,,,,,"35","0",,,,,,,,,,,,,,,"13.0",",0,0124,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","1999",,,,,,,"151","0","95","0",,,"46","0",,,,,,,,,,,,,,,"16.0",",0,0307,","4.99",",0,0917,",,,,,,,,,,,,,,,,,,,,,,,,,,,"44.86",",0",,,"113.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430940","BROOKFIELD 2 SW, VT US","44.0242","-72.6411","396.2","2000",,,,,,,"160","0","98","0","130",,"47","0",,,,,,,,,,,,,"32",",0,0220,+","9.0",",0,0219,","2.17",",0,0717,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.13",",0",,,"124.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","1995",,,"479",,"479","0","151","0","74","0","84",,"24","0","24","0","160","0","64","0","126","0","17","0","-15","0,0206,+","22",",0,1221,","9.7",",0,0228,","2.67",",0,0806,","98","0,0715,+","32","0,0919","28","0,0929","24","0,1105","9","0,1110","9","0,1110","31","0,0509","27","0,0507","23","0,0425","18","0,0411","10","0,0406","7270",,"7270","0","34.39",",0",,,"91.3",",0","45.2","0","56.4","0","34.0","0",,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","1996",,,"345",,"345","0","170","0","101","0","104",,"28","0","23","0","171","0","55","0","118","0","0","0","-25","0,0107,+","25",",0,0113,","12.0",",0,1208,","2.55",",0,1021,","89","0,0806,","25","0,1004","25","0,1004","22","0,1005","14","0,1113","14","0,1113","30","0,0526","27","0,0507","19","0,0404","19","0,0404","10","0,0328","7946",,"7946","0","46.36",",0",,,"95.1",",0","44.9","0","55.6","0","34.2","0",,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","1997",,,"270",,"270","0","179","0","89","0","136",,"32","0","23","0","178","0","59","0","118","0","0","0","-28","0,0119,","17",",0,0205,","8.9",",0,0110,","3.06",",0,0715,","89","0,0630,+","31","0,0924","27","0,1012","24","0,1023","19","0,1026","16","0,1114","30","0,0527","27","0,0509","22","0,0416","19","0,0415","15","0,0411","7737",,"7737","0","38.96",",0",,,"113.0",",0","43.7","0","54.9","0","32.5","0",,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","1998",,,"367",,"367","0","165","0","84","0","111",,"22","0","10","0","144","0","27","0","139","0","1","0","-20","0,0101,","20",",0,0124,","7.8",",0,0116,","3.05",",0,0811,","91","0,0715,","31","0,1002","25","0,1006","23","0,1110","20","0,1118","16","0,1215","32","0,0430","27","0,0429","24","0,0427","7","0,0325","7","0,0325","7117",,"7117","0","43.58",",0",,,"62.4",",0","47.7","0","58.3","0","37.1","0",,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","1999",,,"543",,"543","0","151","0","73","0","93",,"18","0","23","0","164","0","46","0","137","0","10","0","-23","0,0114,","16",",0,0117,+","8.0",",0,0109,","4.53",",0,0917,","93","0,0717,","32","0,1006","25","0,1008","24","0,1019","17","0,1112","11","0,1201","30","0,0514","28","0,0513","23","0,0416","19","0,0327","12","0,0321","7042",,"7042","0","34.92",",0",,,"62.8",",0","46.9","0","58.2","0","35.5","0",,,,,,,,,,,,,,,,,,
"USC00437054","SAINT JOHNSBURY, VT US","44.42","-72.0194","213.4","2000",,,"272",,"272","0","185","0","92","0","98",,"30","0","31","0","160","0","59","0","115","0","0","0","-25","0,0123,","22",",0,0220,+","7.4",",0,0219,","1.75",",0,0509,","88","0,0626,","26","0,0929","26","0,0929","23","0,1023","19","0,1119","0","0,1124","30","0,0520","28","0,0503","19","0,0414","19","0,0414","8","0,0319","7363",,"7363","0","42.31",",0",,,"101.8",",0","44.2","0","54.8","0","33.6","0",,,,,,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","1995",,,"516",,"516","0","119","0","77","0","91",,"31","0","22","0","165","0","55","0","132","0","21","0","-24","0,0206,","16",",0,1221,","11.5",",0,0205,","3.11",",0,1214,","100","0,0714,","30","0,0911","28","0,0919","23","0,0929","20","0,1030","10","0,1110","29","0,0509","22","0,0507","22","0,0507","17","0,0411","15","0,0408","7076",,"7076","0","38.17",",0",,,"93.1",",0","45.4","0","58.1","0","32.8","0",,,,,,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","1996",,,"388",,"388","0","150","0","96","0","64",,"25","0","25","0","175","0","46","0","133","0","2","0","-32","0,0106,","25",",0,0113,","13.0",",0,0103,","2.27",",0,1202,","91","0,0806,","32","0,0924","26","0,1004","24","0,1005","18","0,1113","12","0,1114","32","0,0526","27","0,0429","23","0,0415","19","0,0406","16","0,0403","7971",,"7971","0","44.19",",0",,,"80.0",",0","45.4","0","57.0","0","33.9","0",,,,,,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","1997",,,"375",,"375","0","138","0","83","0","119",,"33","0","12","0","170","0","46","0","127","0","6","0","-17","0,0119,","12",",0,0314,+","12.5",",0,0306,","1.73",",0,0703,","92","0,0715,","32","0,0922","28","0,1012","24","0,1023","19","0,1112","13","0,1119","27","0,0508","27","0,0508","20","0,0415","20","0,0415","15","0,0410","7038",,"7038","0","34.94",",0",,,"105.9",",0","45.6","0","56.9","0","34.3","0",,,,,,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","1998",,,"480",,"480","0","137","0","86","0","63",,"19","0","5","0","146","0","28","0","148","0","4","0","-18","0,0101,","10",",0,0225,+","11.4",",0,0225,","2.75",",0,0811,","91","0,0716,+","31","0,1003","28","0,1004","24","0,1106","17","0,1118","16","0,1218","32","0,0429","27","0,0428","24","0,0427","10","0,0325","10","0,0325","6558",,"6558","0","45.50",",0",,,"55.6",",0","48.9","0","59.9","0","37.9","0",,,,,,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","1999",,,"657",,"657","0","105","0","65","0","82",,"21","0","15","0","165","0","42","0","144","0","20","0","-21","0,0114,","12",",0,0116,+","7.5",",0,0306,","3.81",",0,0917,","96","0,0904,+","28","0,1006","28","0,1006","23","0,1015","20","0,1019","15","0,1112","27","0,0514","27","0,0514","22","0,0430","19","0,0412","16","0,0312","6835",,"6835","0","36.37",",0",,,"54.4",",0","47.8","0","60.4","0","35.3","0",,,,,,,,,,,,,,,,,,
"USC00437098","SALISBURY 2 N, VT US","43.9256","-73.0992","128.0","2000",,,"322",,"322","0","153","0","93","0","79",,"28","0","26","0","165","0","54","0","132","0","0","0","-16","0,0203,+","21",",0,0219,","12.2",",0,0409,","2.01",",0,1217,","88","0,0901,+","32","0,0905","22","0,0929","22","0,0929","20","0,1115","13","0,1123","31","0,0520","28","0,0504","22","0,0414","18","0,0413","6","0,0319","7014",,"7014","0","42.96",",0",,,"99.3",",0","45.2","0","57.0","0","33.3","0",,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","1995",,,,,,,"135","0","86","0","109",,"25","0",,,,,,,,,,,,,"20",",0,1221,+","10.0",",0,0205,","1.97",",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,"37.17",",0",,,"76.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","1996",,,,,,,"168","0","102","0","123",,"33","0",,,,,,,,,,,,,"28",",0,0114,+","14.0",",0,1208,","3.65",",0,1021,",,,,,,,,,,,,,,,,,,,,,,,,,,,"51.59",",0",,,"94.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00430661","BETHEL 4 N, VT US","43.8833","-72.6344","201.2","1997",,,,,,,"144","0","92","0","141",,"35","0",,,,,,,,,,,,,"19",",0,0217,+","9.0",",0,0306,","1.65",",0,0814,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.31",",0",,,"105.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
