"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,280,000","11.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","413,124","17.4"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","142","8.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","142","8.7"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","85,944","16.3"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,678,000","11.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","204,696","17.4"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","119","8.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","121","8.7"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","48,862","16.3"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,804,000","11.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","101,944","17.4"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","92","8.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","93","8.7"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","16,583","16.3"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","664,000","11.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","217,448","17.4"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","98","8.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","98","8.7"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","54,522","16.3"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,870,000","11.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","301,451","17.4"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","186","8.8"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","188","8.7"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","52,241","16.3"
"CENSUS","2012","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,936,000","11.8"
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","146,342",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","92",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","37,244",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","75,423",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","10,426",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","117,520",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","81",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","23,495",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CHITTENDEN","007","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","193,127",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CHITTENDEN","007","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","95",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CHITTENDEN","007","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","49,083",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ESSEX","009","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","10,530",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ESSEX","009","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","15",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ESSEX","009","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","1,844",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","FRANKLIN","011","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","715,535",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","FRANKLIN","011","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","181",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","FRANKLIN","011","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","189,744",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","GRAND ISLE","013","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","4,150",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","GRAND ISLE","013","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","6",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","GRAND ISLE","013","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","1,119",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","LAMOILLE","015","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","356,805",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","LAMOILLE","015","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","62",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","LAMOILLE","015","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","95,946",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","141,965",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","141",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","29,637",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","253,562",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","141",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","50,525",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","139,654",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","108",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","37,308",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","107,704",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","72",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","23,266",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","206,135",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","104",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","39,339",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","301,940",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","174",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","55,986",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","100,698",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","98",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","24,681",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","55,381",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","64",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","12,085",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","135,680",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","125",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","25,939",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CHITTENDEN","007","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","163,438",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CHITTENDEN","007","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","138",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CHITTENDEN","007","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","43,245",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ESSEX","009","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","26,980",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ESSEX","009","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","21",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ESSEX","009","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","5,745",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","FRANKLIN","011","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","579,081",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","FRANKLIN","011","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","240",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","FRANKLIN","011","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","131,244",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","GRAND ISLE","013","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","3,801",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","GRAND ISLE","013","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","6",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","GRAND ISLE","013","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","918",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","LAMOILLE","015","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","233,710",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","LAMOILLE","015","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","95",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","LAMOILLE","015","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","55,086",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","183,710",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","204",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORANGE","017","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","37,799",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","267,843",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","177",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ORLEANS","019","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","48,743",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","150,247",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","135",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","RUTLAND","021","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","36,292",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","119,382",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","86",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WASHINGTON","023","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","28,605",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","206,121",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","123",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","49,288",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","249,619",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","211",""
"CENSUS","2002","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","60,530",""
"CENSUS","1997","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","100,904",""
"CENSUS","1997","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","ADDISON","001","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","87",""
"CENSUS","1997","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","43,754",""
"CENSUS","1997","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","BENNINGTON","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","50",""
"CENSUS","1997","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","122,598",""
"CENSUS","1997","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","CALEDONIA","005","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","107",""
