COUNTY,DATE,CDSD,EMXP,PRCP,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HTDD,TAVG,TMAX,TMIN,SNOW,PSUN
Chittenden,2007,487.0,2.085,41.66,487.0,27.0,150.0,63.0,131.0,11.0,-18.0,96.0,31.0,27.0,22.0,20.0,9.0,32.0,28.0,23.0,-2.0,-3.0,7336.0,45.2,55.1,35.2,187.4 ,49.6
Chittenden,2007,540  ,2.05 ,39.85 ,540  ,23   ,150  ,72   ,131  ,10   ,-18  ,96   ,32   ,28   ,22   ,20   ,9    ,32   ,28   ,23   ,-2   ,-2   ,7336  ,45.6 ,55   ,36.1 ,131.9 ,49.6  
Chittenden,2007,442  ,2.12 ,43.47 ,442  ,34   ,168  ,63   ,133  ,12   ,-20  ,96   ,29   ,25   ,24   ,18   ,11   ,31   ,28   ,22   ,20   ,-6   ,7634  ,44.4 ,55.6 ,33.3 ,137.6 ,49.6
Chittenden,2007,487  ,2.085,41.66,487  ,27   ,148  ,63   ,128  ,11   ,-18  ,96   ,31   ,27   ,21   ,20   ,8    ,32   ,24   ,24   ,-3   ,-3   ,7243  ,45.2 ,55.1 ,35.2 ,137.6,49.6
Chittenden,2008,194  ,1.6  ,47.41 ,194  ,20   ,176  ,70   ,111  ,2    ,-16  ,92   ,32   ,24   ,24   ,20   ,10   ,32   ,26   ,23   ,7    ,7    ,7132.0,43.1 ,53.7 ,32.5 ,157.8 ,95.85
Chittenden,2008,443  ,1.41 ,40.61 ,443  ,12   ,145  ,60   ,118  ,3    ,-12  ,93   ,32   ,26   ,24   ,20   ,16   ,30   ,24   ,24   ,13   ,13   ,7132  ,46.3 ,55.5 ,37   ,115.4 ,95.85
Chittenden,2008,429  ,1.62 ,43.89 ,429  ,16   ,163  ,57   ,123  ,5    ,-12  ,94   ,32   ,28   ,24   ,20   ,14   ,32   ,27   ,24   ,7    ,7    ,7474  ,45.6 ,56.2 ,35   ,96.7  ,95.85
Chittenden,2008,422  ,1.6,43.89,422  ,12   ,144  ,53   ,122  ,4    ,-10  ,94   ,32   ,28   ,23   ,19   ,14   ,32   ,26   ,24   ,11   ,11   ,6834  ,46.2 ,55.9 ,36.5 ,115.4,95.85
Chittenden,2009,135  ,2.32 ,51.15 ,135  ,32   ,180  ,70   ,88   ,0    ,-21  ,88   ,30   ,26   ,23   ,20   ,11   ,32   ,28   ,21   ,17   ,9    ,8360  ,42.1 ,52.7 ,31.4 ,105.2 ,95.85
Chittenden,2009,384  ,1.78 ,37.46 ,384  ,18   ,150  ,63   ,110  ,2    ,-21  ,90   ,30   ,27   ,24   ,19   ,9    ,31   ,26   ,24   ,19   ,14   ,7494  ,45.6 ,54.8 ,36.4 ,65.1  ,95.85
Chittenden,2009,384  ,1.9  ,42.11 ,384  ,25   ,154  ,60   ,116  ,4    ,-20  ,91   ,27   ,27   ,23   ,18   ,14   ,32   ,28   ,23   ,17   ,14   ,7672  ,45.1 ,55.1 ,35.1 ,55.3  ,95.85
Chittenden,2009,384.0,1.9,42.11,384.0,19   ,145  ,57   ,114  ,6    ,-18  ,92   ,29   ,28   ,24   ,19   ,16   ,32   ,28   ,24   ,17   ,14   ,7672.0,45.4 ,55.3 ,35.6 ,65.1,95.85
Chittenden,2010,350  ,3.91 ,56.63 ,350  ,16   ,175  ,67   ,104  ,2    ,-13  ,92   ,30   ,26   ,19   ,19   ,13   ,32   ,27   ,24   ,10   ,10   ,7767  ,44.1 ,53.7 ,34.5 ,137.2 ,107.3
Chittenden,2010,627.5,3    ,54.79 ,627.5,11.5,148.0,57.5,119.5,13.5,-9.5,96.5,31.0,27.5,23.0,17.0,14.0,30.5,28.0,18.5,11.0,11.0,6831.0,50.85,46.45,38.4,48.0,107.3
Chittenden,2010,651  ,2.14 ,40.75 ,651  ,7    ,145  ,60   ,121  ,11   ,-6   ,96   ,31   ,27   ,23   ,18   ,11   ,30   ,28   ,14   ,14   ,14   ,6754  ,48   ,56.7 ,39.2 ,107.3 ,107.3
Chittenden,2010,666  ,2.35 ,46.54 ,666  ,12   ,151  ,55   ,120  ,16   ,-10  ,98   ,32   ,28   ,23   ,15   ,15   ,30   ,28   ,23   ,10   ,10   ,6908  ,47.5 ,57.2 ,37.8 ,96.2  ,107.3
Chittenden,2010,627.5,3.9  ,48.93 ,627.5,11.5,148.0,57.5,119.5,13.5,-9.5,96.5,31.0,27.5,23.0,17.0,14.0,30.5,28.0,18.5,11.0,11.0,6831.0,50.85,46.45,38.4,48.0,107.3
Chittenden,2010,604  ,2.675,47.735,604  ,11   ,143  ,55   ,119  ,16   ,-9   ,97   ,31   ,28   ,24   ,16   ,16   ,31   ,28   ,12   ,12   ,12   ,6511  ,47.7 ,57.1 ,38.4 ,48.0,107.3
Chittenden,2010,350  ,3.91 ,56.63 ,350  ,16   ,175  ,67   ,104  ,2    ,-13  ,92   ,30   ,26   ,19   ,19   ,13   ,32   ,27   ,24   ,10   ,10   ,7767  ,53.7 ,34.5 ,38.4,44.1  ,137.2 
Chittenden,2010,651  ,2.14 ,40.75 ,651  ,7    ,145  ,60   ,121  ,11   ,-6   ,96   ,31   ,27   ,23   ,18   ,11   ,30   ,28   ,14   ,14   ,14   ,6754  ,56.7 ,39.2 ,290  ,48    ,107.3 
Chittenden,2010,666  ,2.35 ,46.54 ,666  ,12   ,151  ,55   ,120  ,16   ,-10  ,98   ,32   ,28   ,23   ,15   ,15   ,30   ,28   ,23   ,10   ,10   ,6908  ,57.2 ,37.8 ,38.4,47.5  ,96.2  
Chittenden,2010,604  ,2.675,47.735,604  ,11   ,143  ,55   ,119  ,16   ,-9   ,97   ,31   ,28   ,24   ,16   ,16   ,31   ,28   ,12   ,12   ,12   ,6511  ,57.1 ,38.4 ,38.4,47.7  ,107.3
Chittenden,2011,602.0,4.26 ,60.88 ,602.0,12.0,136.0,52.0,127.0,9.0,-25.0,97.0,30.0,26.0,23.0,19.0,11.0,27.0,27.0,22.0,16.0,15.0,7455.0,57.0,37.9,330.0,47.6,112.2
Chittenden,2011,602  ,3.38 ,50.97 ,602  ,10   ,138  ,53   ,124  ,7    ,-19  ,97   ,31   ,28   ,24   ,19   ,12   ,27   ,27   ,22   ,19   ,3    ,7445  ,56.4 ,38.7 ,330  ,47.6  ,112.2 
Chittenden,2011,641  ,2.87 ,57.02 ,641  ,19   ,136  ,49   ,134  ,9    ,-25  ,97   ,30   ,25   ,22   ,18   ,5    ,26   ,26   ,21   ,15   ,15   ,7561  ,57.3 ,37.9 ,330.0,47.6  ,112.2
Chittenden,2011,594  ,3.38,57.02,594  ,12   ,135  ,52   ,127  ,9    ,-25  ,97   ,30   ,26   ,23   ,20   ,11   ,28   ,28   ,23   ,16   ,16   ,7455  ,57   ,37.9 ,330.0,47.5  ,112.2
Chittenden,2012,715.0,3.48 ,47.4  ,715.0,5.0,131.0,32.0,139.0,13.0,-9.0,97.0,26.0,26.0,24.0,19.0,6.0,27.0,27.0,23.0,4.0,4.0,6068.0,59.1,39.4,320.0,49.2,58.45
Chittenden,2012,723  ,1.92 ,36    ,723  ,3    ,127  ,32   ,139  ,13   ,-11  ,97   ,26   ,26   ,24   ,8    ,8    ,27   ,27   ,22   ,4    ,4    ,6068  ,59.3 ,40.5 ,320  ,49.9  ,60.4  
Chittenden,2012,715  ,2.97 ,40.38 ,715  ,6    ,140  ,36   ,139  ,14   ,-9   ,97   ,25   ,25   ,23   ,19   ,5    ,31   ,27   ,24   ,20   ,10   ,6187  ,59.1 ,39.3 ,320.0,49.2  ,56.5  
Chittenden,2012,715.0,2.92 ,43.09 ,715.0,5.0,131.0,32.0,139.0,13.0,-9.0,97.0,26.0,26.0,24.0,19.0,6.0,27.0,27.0,23.0,4.0,4.0,6068.0,59.1,39.4,320.0,49.2,58.45
Chittenden,2012,715.0,2.53 ,46.27 ,715.0,5.0,131.0,32.0,139.0,13.0,-9.0,97.0,26.0,26.0,24.0,19.0,6.0,27.0,27.0,23.0,4.0,4.0,6068.0,59.1,39.4,320.0,49.2,58.45
Chittenden,2012,647  ,2.92,43.09,647  ,5    ,131  ,32   ,133  ,12   ,-8   ,97   ,28   ,28   ,24   ,20   ,6    ,27   ,27   ,23   ,1    ,1    ,5963  ,59   ,39.4 ,320.0,49.2  ,58.45
Chittenden,2013,596.0,3.72 ,51.29 ,596.0,14.0,151.0,57.0,131.0,10.0,-12.0,96.0,30.0,24.0,22.0,18.0,14.0,32.0,26.0,22.0,18.0,9.0,6863.0,56.2,36.9,190.0,46.6,66.3
Chittenden,2013,643  ,2.26 ,45.04 ,643  ,12   ,151  ,56   ,131  ,9    ,-12  ,98   ,32   ,27   ,22   ,18   ,14   ,32   ,25   ,22   ,19   ,8    ,6774  ,56.2 ,38   ,190  ,47.1  ,70.2  
Chittenden,2013,596  ,2.1  ,47    ,596  ,18   ,155  ,58   ,134  ,11   ,-12  ,96   ,29   ,22   ,22   ,17   ,16   ,31   ,26   ,22   ,18   ,16   ,6939  ,56.2 ,36.9 ,190.0,46.6  ,62.4  
Chittenden,2013,596.0,3.08 ,49.91 ,596.0,14.0,151.0,57.0,131.0,10.0,-12.0,96.0,30.0,24.0,22.0,18.0,14.0,32.0,26.0,22.0,18.0,9.0,6863.0,56.2,36.9,190.0,46.6,66.3
Chittenden,2013,596.0,2.42 ,50.94 ,596.0,14.0,151.0,57.0,131.0,10.0,-12.0,96.0,30.0,24.0,22.0,18.0,14.0,32.0,26.0,22.0,18.0,9.0,6863.0,56.2,36.9,190.0,46.6,66.3
Chittenden,2013,558  ,2.42,49.91,558  ,14   ,150  ,57   ,128  ,10   ,-13  ,96   ,30   ,24   ,24   ,18   ,14   ,32   ,26   ,23   ,18   ,9    ,6863  ,56   ,36.8 ,190.0,46.4  ,66.3
Chittenden,2014,560.0,2.07 ,51.93 ,560.0,18.0,141.0,67.0,129.0,3.0,-15.0,92.0,32.0,27.0,21.0,18.0,12.0,29.0,27.0,21.0,6.0,6.0,7663.0,55.3,37.5,190.0,46.4,97.5
Chittenden,2014,560  ,1.67 ,36.36 ,560  ,18   ,141  ,67   ,129  ,3    ,-15  ,92   ,32   ,27   ,21   ,18   ,12   ,29   ,27   ,21   ,6    ,6    ,7663  ,55.3 ,37.5 ,190  ,46.4  ,97.5  
Chittenden,2014,560.0,2.35 ,41.53 ,560.0,18.0,141.0,67.0,129.0,3.0,-15.0,92.0,32.0,27.0,21.0,18.0,12.0,29.0,27.0,21.0,6.0,6.0,7663.0,55.3,37.5,190.0,46.4,97.5
Chittenden,2014,560.0,2.15 ,45.17 ,560.0,18.0,141.0,67.0,129.0,3.0,-15.0,92.0,32.0,27.0,21.0,18.0,12.0,29.0,27.0,21.0,6.0,6.0,7663.0,55.3,37.5,190.0,46.4,97.5
Chittenden,2015,742.0,3.5  ,49.7  ,742.0,32.0,138.0,64.5,136.5,8.5,-19.0,95.0,30.0,26.5,22.0,19.5,15.0,30.0,25.5,22.0,15.5,13.5,7539.5,56.9,36.45,320.0,46.650000000000006,95    
Chittenden,2015,742  ,2.04 ,37.87 ,742  ,29   ,137  ,66   ,139  ,9    ,-19  ,94   ,31   ,27   ,22   ,19   ,15.0,28   ,23   ,23   ,13   ,13   ,7555  ,57   ,37.3 ,320  ,47.1  ,58.3  
Chittenden,2015,742.0,2.06 ,44.67 ,742.0,32.0,138.0,64.5,136.5,8.5,-19.0,95.0,30.0,26.5,22.0,19.5,15.0,30.0,25.5,22.0,15.5,13.5,7539.5,56.9,36.45,320.0,46.650000000000006,76.65
Chittenden,2015,742.0,2.06,50.55 ,742.0,32.0,138.0,64.5,136.5,8.5,-19.0,95.0,30.0,26.5,22.0,19.5,15.0,30.0,25.5,22.0,15.5,13.5,7539.5,56.9,36.45,320.0,46.650000000000006,76.65
Chittenden,2015,742.0,2.06,47.185,742.0,35   ,139  ,63   ,134  ,8    ,-19  ,96   ,29   ,26   ,22   ,20   ,15   ,32   ,28   ,21   ,18   ,14   ,7524  ,56.8 ,35.6 ,320.0,46.2  ,76.65
Chittenden,2016,784.5,1.95 ,42.06 ,784.5,6.5,139.5,38.0,133.5,15.0,-14.5,96.0,32.0,27.5,21.5,17.0,14.5,30.0,26.0,23.0,17.5,12.5,6277.0,58.35,39.15,350.0,48.8,93    
Chittenden,2016,823  ,1.45 ,27.77 ,823  ,4    ,136  ,37   ,136  ,12   ,-13  ,96   ,32   ,27   ,22   ,19   ,14   ,28   ,27   ,23   ,18   ,14   ,6277  ,58.5 ,40   ,350  ,49.3  ,48.1  
Chittenden,2016,784.5,1.59 ,37.11 ,784.5,6.5,139.5,38.0,133.5,15.0,-14.5,96.0,32.0,27.5,21.5,17.0,14.5,30.0,26.0,23.0,17.5,12.5,6277.0,58.35,39.15,350.0,48.8,70.55
Chittenden,2016,784.5,1.68 ,37.44 ,784.5,6.5,139.5,38.0,133.5,15.0,-14.5,96.0,32.0,27.5,21.5,17.0,14.5,30.0,26.0,23.0,17.5,12.5,6277.0,58.35,39.15,350.0,48.8,70.55
Chittenden,2016,784.5,1.635,40.43 ,784.5,6.5,139.5,38.0,133.5,15.0,-14.5,96.0,32.0,27.5,21.5,17.0,14.5,30.0,26.0,23.0,17.5,12.5,6277.0,58.35,39.15,350.0,48.8,70.55
Chittenden,2016,746  ,1.635,37.44,746  ,9    ,143  ,39   ,131  ,18   ,-16  ,96   ,32   ,28   ,21   ,15   ,15   ,32   ,25   ,23   ,17   ,11   ,6277.0,58.2 ,38.3 ,350.0,48.3  ,70.55
Chittenden,2017,602.5,1.85 ,50.17 ,602.5,8.0,127.0,51.0,136.0,9.0,-10.5,95.0,31.5,26.0,22.5,19.5,15.5,32.0,27.5,15.0,15.0,8.5,6420.5,57.45,39.25,120.0,48.349999999999994,150.8 
Chittenden,2017,626  ,1.79 ,39.96 ,626  ,6    ,125  ,49   ,138  ,8    ,-10  ,95   ,32   ,24   ,21   ,19   ,15   ,32   ,27   ,16   ,16   ,3    ,6380  ,57.5 ,40   ,120  ,48.8  ,106.1 
Chittenden,2017,602.5,3.07 ,49.79 ,602.5,8.0,127.0,51.0,136.0,9.0,-10.5,95.0,31.5,26.0,22.5,19.5,15.5,32.0,27.5,15.0,15.0,8.5,6420.5,57.45,39.25,120.0,48.349999999999994,128.45
Chittenden,2017,602.5,2.95 ,50.94 ,602.5,8.0,127.0,51.0,136.0,9.0,-10.5,95.0,31.5,26.0,22.5,19.5,15.5,32.0,27.5,15.0,15.0,8.5,6420.5,57.45,39.25,120.0,48.349999999999994,128.45
Chittenden,2017,579  ,2.4000000000000004,49.980000000000004,579  ,10   ,129  ,53   ,134  ,10   ,-11  ,95   ,31   ,28   ,24   ,20   ,16   ,32   ,28   ,14   ,14   ,14   ,6461  ,57.4 ,38.5 ,120.0,47.9  ,128.45
Chittenden,2018,896.0,2.05 ,48.78 ,896.0,12.0,151.5,52.5,129.5,17.5,-21.0,97.5,31.0,27.0,23.5,15.0,14.0,30.0,25.5,23.0,14.5,8.5,6768.0,56.8,38.3,330.0,47.55,152   
Chittenden,2018,896  ,2.29 ,39.3  ,896  ,11   ,150  ,55   ,130  ,17   ,-20  ,97   ,30   ,26   ,23   ,16   ,14   ,30   ,24   ,22   ,10   ,10   ,6768  ,56.9 ,39.3 ,330  ,48.1  ,90.4  
Chittenden,2018,896.0,2.3  ,42.74 ,896.0,12.0,151.5,52.5,129.5,17.5,-21.0,97.5,31.0,27.0,23.5,15.0,14.0,30.0,25.5,23.0,14.5,8.5,6768.0,56.8,38.3,330.0,47.55,121.2
Chittenden,2018,896.0,2.12,47.21 ,896.0,12.0,151.5,52.5,129.5,17.5,-21.0,97.5,31.0,27.0,23.5,15.0,14.0,30.0,25.5,23.0,14.5,8.5,6768.0,56.8,38.3,330.0,47.55,121.2
Chittenden,2018,896.0,2.12 ,44.79 ,896.0,12.0,151.5,52.5,129.5,17.5,-21.0,97.5,31.0,27.0,23.5,15.0,14.0,30.0,25.5,23.0,14.5,8.5,6768.0,56.8,38.3,330.0,47.55,121.2
Chittenden,2018,896.0,1.81 ,51.08 ,896.0,12.0,151.5,52.5,129.5,17.5,-21.0,97.5,31.0,27.0,23.5,15.0,14.0,30.0,25.5,23.0,14.5,8.5,6768.0,56.8,38.3,330.0,47.55,121.2
Chittenden,2018,896.0,2.12,46.0,896.0,13   ,153  ,50   ,129  ,18   ,-22  ,98   ,32   ,28   ,24   ,14   ,14   ,30   ,27   ,24   ,19   ,7    ,6768.0,56.7 ,37.3 ,330.0,47    ,121.2
Chittenden,2019,527.0,3.68 ,53.31 ,527.0,20.0,149.0,54.0,118.0,12.0,-15.0,95.0,31.0,24.0,24.0,18.0,13.0,32.0,25.0,18.0,18.0,16.0,7427.5,55.8,35.6,35.0,45.7,149.7 
Chittenden,2019,527.0,3.68,55.2,527.0,20.0,149.0,54.0,118.0,12.0,-15.0,95.0,31.0,24.0,24.0,18.0,13.0,32.0,25.0,18.0,18.0,16.0,7436  ,55.8,35.6,35.0,45.7,149.7
Chittenden,2019,527.0,3.01 ,55.74 ,527.0,20.0,149.0,54.0,118.0,12.0,-15.0,95.0,31.0,24.0,24.0,18.0,13.0,32.0,25.0,18.0,18.0,16.0,7427.5,55.8,35.6,35.0,45.7,149.7
Chittenden,2019,527.0,4.06 ,55.2  ,527.0,20.0,149.0,54.0,118.0,12.0,-15.0,95.0,31.0,24.0,24.0,18.0,13.0,32.0,25.0,18.0,18.0,16.0,7427.5,55.8,35.6,35.0,45.7,149.7
Chittenden,2019,527  ,3.68,55.2,527  ,20   ,149  ,54   ,118  ,12   ,-15  ,95   ,31   ,24   ,24   ,18   ,13   ,32   ,25   ,18   ,18   ,16   ,7419  ,55.8 ,35.6 ,35.0,45.7  ,149.7
Coos,1991,317.0,2.27,45.37,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,57.4  ,95.85
Coos,1992,105  ,1.48 ,32.38 ,105  ,59   ,203  ,82   ,98   ,0    ,-26  ,88   ,27   ,27   ,24   ,20   ,12   ,32   ,27   ,22   ,15   ,15   ,7759.0,38.6 ,50.6 ,26.7 ,60.9  ,95.85
Coos,1993,317.0,1.1  ,35.8  ,317.0,22.0,167.0,75   ,105  ,2    ,-19.0,91   ,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,9455  ,47.2,52.1 ,35.0,107.1 ,95.85
Coos,1995,249  ,2.42 ,36.47 ,249  ,42   ,195  ,79   ,99   ,8    ,-26  ,95   ,29   ,27   ,24   ,4    ,4    ,32   ,28   ,20   ,20   ,15   ,7759.0,40.5 ,52.6 ,28.3 ,89.1  ,95.85
Coos,1996,317.0,1.56 ,45.53 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,9475  ,47.2,50.2,35.0,97.3  ,95.85
Essex,1990,317.0,1.68 ,44.65 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,74.4  ,95.85
Essex,1990,317.0,1.94 ,50.18 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,126.6 ,95.85
Essex,1991,140.0,3.26 ,35.28 ,140.0,45.0,186.0,79.0,112.0,3.0,-25.0,91.0,31.0,27.0,20.0,20.0,16.0,27.0,27.0,19.0,19.0,13.0,7759.0,40.3,52.5,28.1,65.7  ,95.85
Essex,1991,140  ,1.71 ,45.78 ,140  ,45   ,186  ,79   ,112  ,3    ,-25  ,91   ,31   ,27   ,20   ,20   ,16   ,27   ,27   ,19   ,19   ,13   ,7759.0,40.3 ,52.5 ,28.1 ,96.7  ,95.85
Essex,1991,140.0,1.92 ,39.92 ,140.0,45.0,186.0,79.0,112.0,3.0,-25.0,91.0,31.0,27.0,20.0,20.0,16.0,27.0,27.0,19.0,19.0,13.0,7759.0,40.3,52.5,28.1,113.7 ,95.85
Essex,1992,86   ,1.85 ,36.08 ,86   ,57   ,200  ,86   ,93   ,0    ,-27  ,87   ,31   ,25   ,23   ,20   ,13   ,32   ,28   ,22   ,9    ,9    ,9405  ,37.7 ,49.7 ,25.7 ,102.8 ,95.85
Essex,1992,86.0,1.48 ,30.84 ,86.0,57.0,200.0,86.0,93.0,0.0,-27.0,87.0,31.0,25.0,23.0,20.0,13.0,32.0,28.0,22.0,9.0,9.0,9405.0,37.7,49.7,25.7,98.3  ,95.85
Essex,1993,317.0,1.1,36.4,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,9566  ,47.2,50.2,35.0,169.1 ,95.85
Essex,1993,317.0,1.1  ,36.4  ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,9566.0,47.2,50.2,35.0,133.8 ,95.85
Essex,1994,180  ,1.66,47.28 ,180  ,62   ,188  ,84   ,79   ,4    ,-37  ,91   ,32   ,21   ,21   ,15   ,15   ,32   ,28   ,18   ,18   ,15   ,7759.0,38.3 ,49.7 ,26.9 ,115.6 ,95.85
Essex,1994,180.0,1.66 ,40.15 ,180.0,62.0,188.0,84.0,79.0,4.0,-37.0,91.0,32.0,21.0,21.0,15.0,15.0,32.0,28.0,18.0,18.0,15.0,7759.0,38.3,49.7,26.9,138.4 ,95.85
Essex,1995,317.0,1.58,35.86,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,108.3 ,95.85
Essex,1995,317.0,1.58 ,35.86 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,130.8 ,95.85
Essex,1996,317.0,1.75,43.96,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,99.3  ,95.85
Essex,1996,317.0,1.75 ,43.96 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,144.2 ,95.85
Essex,1997,317.0,1.92,40.58 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,149.3 ,95.85
Essex,1997,317.0,1.92 ,43.28 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,166.5 ,95.85
Essex,1998,317.0,3    ,36.56 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,34.6  ,95.85
Essex,1998,317.0,2.29,49.31 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,63.5  ,95.85
Essex,1998,317.0,1.58 ,36.53 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,57    ,95.85
Essex,1999,317.0,2.52 ,33.65 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,57    ,95.85
Essex,1999,317.0,3.1799999999999997,36.39,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,93.9  ,95.85
Essex,1999,317.0,3.84 ,39.13 ,317.0,22.0,167.0,61.0,116.0,3.0,-19.0,92.0,31.0,27.0,23.0,19.0,14.0,31.0,27.0,23.0,18.0,13.0,7759.0,47.2,50.2,35.0,53.4  ,95.85
Essex,2000,105.0,1.92 ,35.2  ,105.0,49.0,180.0,80.0,77.0,0.0,-30.0,84.0,32.0,23.0,23.0,17.0,14.0,32.0,28.0,24.0,17.0,12.0,7759.0,39.6,49.5,29.8,74.5  ,95.85
Essex,2000,105  ,2.91 ,46.99 ,105  ,49   ,180  ,80   ,77   ,0    ,-30  ,84   ,32   ,23   ,23   ,17   ,14   ,32   ,28   ,24   ,17   ,12   ,7759.0,39.6 ,49.5 ,29.8 ,131.4 ,95.85
Essex,2000,105.0,1.4  ,40.12 ,105.0,49.0,180.0,80.0,77.0,0.0,-30.0,84.0,32.0,23.0,23.0,17.0,14.0,32.0,28.0,24.0,17.0,12.0,7759.0,39.6,49.5,29.8,103   ,95.85
Essex,2005,314.5,2.4  ,46.11 ,314.5,43.0,175.5,78.0,108.5,2.0,-27.5,91.0,31.5,26.5,23.0,19.0,11.0,31.5,27.5,20.0,18.0,10.0,9108.0,41.85,52.75,31.0,69.2  ,95.85
Essex,2005,347  ,2.48 ,51.25 ,347  ,45   ,168  ,84   ,106  ,1    ,-29  ,90   ,32   ,27   ,22   ,20   ,11   ,31   ,28   ,21   ,17   ,11   ,9108  ,41.7 ,51.7 ,31.8 ,111.5 ,95.85
Essex,2005,282  ,2.48,46.39,282  ,41   ,183  ,72   ,111  ,3    ,-26  ,92   ,31   ,26   ,24   ,18   ,11   ,32   ,27   ,19   ,19   ,9    ,9108.0,42   ,53.8 ,30.2 ,106.3,95.85
Essex,2005,314.5,2.8  ,46.39 ,314.5,43.0,175.5,78.0,108.5,2.0,-27.5,91.0,31.5,26.5,23.0,19.0,11.0,31.5,27.5,20.0,18.0,10.0,9108.0,41.85,52.75,31.0,106.3 ,95.85
Essex,2006,240.5,2.5  ,37.7  ,240.5,18.0,167.5,59.5,92.5,1.5,-15.5,90.5,29.5,27.5,24.0,19.5,15.0,30.0,26.0,21.5,18.5,10.5,8065.5,43.5,53.150000000000006,33.8,44.2  ,95.85
Essex,2006,252  ,2.27 ,47.35 ,252  ,18   ,162  ,62   ,90   ,0    ,-16  ,89   ,30   ,27   ,24   ,20   ,16   ,29   ,26   ,21   ,18   ,12   ,8091  ,43.6 ,52.7 ,34.4 ,88.7  ,95.85
Essex,2006,229  ,2.385,42.525000000000006,229  ,18   ,173  ,57   ,95   ,3    ,-15  ,92   ,29   ,28   ,24   ,19   ,14   ,31   ,26   ,22   ,19   ,9    ,8040  ,43.4 ,53.6 ,33.2 ,66.45,95.85
Essex,2007,179.0,1.34 ,38.42 ,179.0,45.5,181.0,92.0,103.5,1.0,-28.0,89.5,30.0,27.5,23.5,18.0,14.5,31.5,27.5,23.5,17.0,12.0,8717.0,40.0,50.8,29.15,109.3 ,95.85
Essex,2007,199  ,2.04 ,53.26 ,199  ,47   ,179  ,97   ,101  ,0    ,-31  ,88   ,29   ,27   ,23   ,19   ,15   ,32   ,27   ,23   ,20   ,10   ,8959  ,39.9 ,50.2 ,29.6 ,159.1 ,95.85
